"Products","Months","Total Sales ($)"
"Caliva - Alien OG - Flower (Gram)","05/2020","431,086.15085"
"Pacific Stone - Private Reserve OG - Flower (Gram)","09/2019","431,067.52983599994"
"Concentrate - Strain Blends - Oil Cartridge","02/2019","430,719.05176000006"
"THC Design - Crescendo - Flower (Gram)","04/2021","430,429.02797999996"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","10/2019","430,315.915071"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","05/2020","430,222.77107200003"
"THC Design - Crescendo - Flower (Gram)","08/2021","429,742.867529"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","02/2021","429,475.933707"
"Pacific Stone - Private Reserve OG - Flower (Gram)","10/2019","429,428.585585"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","11/2019","429,292.78881199996"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","11/2018","428,128.7181199995"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","10/2019","427,651.24667300005"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","04/2021","427,393.62435699994"
"Stiiizy - Vape Pen","03/2020","426,475.749449"
"Pacific Stone - Wedding Cake - Flower (Gram)","01/2020","426,463.28724700003"
"Level - ProTab - Indica, 10 Count, 250mg THC","09/2020","426,078.72529400006"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC","11/2020","426,051.28150800004"
"Up North Humboldt - Durban Poison - Flower (Gram)","10/2019","425,256.868247"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","08/2020","425,161.029678"
"Level - ProTab - Sativa, 10 Count, 250mg THC","06/2020","424,970.294266"
"Connected Cannabis Co. - Gushers - Flower (Gram)","02/2021","424,782.728975"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","01/2021","424,658.090089"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","12/2018","424,035.272493"
"Up North Humboldt - Durban Poison - Flower (Gram)","02/2020","423,609.757372"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","04/2020","423,294.57097400003"
"Connected Cannabis Co. - Gushers - Flower (Gram)","04/2020","422,694.12977700005"
"Caliva - Alien OG - Flower (Gram)","07/2020","422,192.521971"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","09/2019","421,697.553177"
"Source Cannabis - Quest - Flower (Gram)","06/2021","419,965.204561"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","08/2019","419,901.928695"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","04/2021","418,345.38447700004"
"Concentrate - Strain Blends - Live Resin","02/2021","418,102.74084999977"
"THC Design - Crescendo - Flower (Gram)","05/2021","417,483.782623"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","09/2019","416,535.5674200002"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC","03/2019","416,304.37928799994"
"Private Label - Vape Pen","05/2021","416,122.028308"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","11/2019","415,705.932489"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","11/2020","415,631.52553000004"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","07/2020","415,449.90222199995"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","05/2021","415,142.506542"
"Source Cannabis - Quest - Flower (Gram)","05/2020","414,669.08568500006"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","05/2021","413,917.56889900006"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","05/2020","413,804.807453"
"Level - ProTab - Sativa, 10 Count, 250mg THC","09/2020","413,315.360258"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","03/2019","413,249.60927500005"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC","07/2019","413,092.71010300005"
"Private Label - Vape Pen","07/2021","412,843.0309850001"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","10/2020","412,831.870268"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","03/2021","412,772.097589"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","05/2020","412,754.69894199964"
"Concentrate - Strain Blends - Live Resin","08/2021","412,541.4707380003"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","10/2019","412,285.11976399994"
"Caliva - Alien OG - Flower (Gram)","11/2020","411,028.9465120001"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","12/2019","411,001.21880499995"
"Source Cannabis - Quest - Flower (Gram)","09/2019","409,460.257373"
"THC Design - Crescendo - Flower (Gram)","10/2020","409,313.49701399996"
"Caliva - Alien OG - Flower (Gram)","06/2019","408,814.47492400004"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","04/2021","408,744.626409"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD","09/2019","408,510.62942"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","11/2020","408,371.345187"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","03/2019","408,243.612041"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","09/2020","407,416.41072"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","04/2020","407,059.11373700004"
"Pacific Stone - Private Reserve OG - Flower (Gram)","01/2021","406,631.847221"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","06/2019","406,475.35502200003"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","11/2019","406,445.03862700006"
"Level - ProTab - Sativa, 10 Count, 250mg THC","04/2020","406,219.24420099996"
"Connected Cannabis Co. - Gushers - Flower (Gram)","03/2020","405,898.02161899995"
"Up North Humboldt - Durban Poison - Flower (Gram)","08/2021","405,822.704212"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","10/2019","405,124.341069"
"Level - ProTab - Sativa, 10 Count, 250mg THC","10/2019","404,588.283331"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","08/2019","403,980.86271200015"
"Source Cannabis - Quest - Flower (Gram)","09/2021","403,903.900082"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","07/2020","403,632.033137"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","05/2020","403,238.192833"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","11/2020","402,683.60244600003"
"Level - ProTab - Sativa, 10 Count, 250mg THC","01/2020","401,117.36811199994"
"Concentrate - Strain Blends - Distillate Cartridge","08/2020","400,452.19190599985"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","02/2020","399,968.91263599996"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","07/2020","399,600.14609299996"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","08/2020","399,401.41821200005"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD","08/2019","399,192.42893199995"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","06/2020","399,045.01878499996"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC","02/2019","398,656.81067599996"
"THC Design - Crescendo - Flower (Gram)","09/2021","397,811.043786"
"Source Cannabis - Quest - Flower (Gram)","08/2021","396,722.67731400003"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","12/2019","395,395.88476600003"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","09/2019","394,798.99908899993"
"Source Cannabis - Quest - Flower (Gram)","11/2019","394,752.723856"
"Level - ProTab - Indica, 10 Count, 250mg THC","10/2020","393,305.01373700006"
"Concentrate - Strain Blends - Distillate Cartridge","04/2020","392,963.4205349999"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","12/2019","392,875.25291000004"
"Private Label - Vape Pen","06/2020","391,548.04329199996"
"Concentrate - Strain Blends - Oil Cartridge","07/2019","391,390.8553549998"
"Pacific Stone - Private Reserve OG - Flower (Gram)","08/2019","391,099.727263"
"Connected Cannabis Co. - Gushers - Flower (Gram)","03/2021","390,909.229269"
"THC Design - Crescendo - Flower (Gram)","06/2020","390,812.81355099997"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","01/2021","390,550.228845"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","03/2021","390,396.220019"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","01/2021","390,369.08209"
"Private Label - Vape Pen","03/2020","389,762.6451870001"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","01/2020","389,760.34573700005"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","06/2019","389,511.132706"
"Caliva - Alien OG - Flower (Gram)","02/2021","389,241.227735"
"Up North Humboldt - Durban Poison - Flower (Gram)","07/2021","387,489.06301800004"
"Plus Products - Gummies - Sativa - Uplift - Watermelon, 20 Count, 100mg THC","08/2021","387,477.667013"
"Concentrate - Strain Blends - Live Resin","09/2019","387,178.89055399963"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","09/2019","386,116.83573199995"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","06/2020","385,831.30215999996"
"Concentrate - Strain Blends - Live Resin","07/2020","385,154.9271419998"
"Pacific Stone - 805 Glue - Flower (Gram)","10/2019","384,885.96524199995"
"Level - ProTab - Indica, 10 Count, 250mg THC","10/2019","384,510.970581"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","08/2019","384,395.088461"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","06/2019","384,331.025219"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","02/2021","384,145.733493"
"Pacific Stone - Private Reserve OG - Flower (Gram)","11/2020","384,037.7880659999"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","05/2020","383,704.781866"
"Concentrate - Strain Blends - Oil Cartridge","08/2019","383,473.51150000026"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","02/2019","383,290.961277"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","02/2020","381,983.944624"
"Pacific Stone - Private Reserve OG - Flower (Gram)","02/2020","381,011.522601"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","03/2020","380,985.43092400004"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","04/2019","380,955.175483"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","01/2019","380,233.59957799996"
"Fun Uncle - Shotgun OG - Flower (Gram)","08/2021","380,096.546117"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","03/2020","379,731.673987"
"THC Design - Crescendo - Flower (Gram)","06/2021","379,483.85864"
"Up North Humboldt - Durban Poison - Flower (Gram)","06/2021","379,464.487107"
"Source Cannabis - Quest - Flower (Gram)","10/2020","378,981.666488"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","04/2021","378,631.513269"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","09/2020","378,408.869649"
"Concentrate - Strain Blends - Live Resin","04/2020","378,389.6198370002"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","04/2021","377,602.230499"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","04/2020","377,353.78417099995"
"Private Label - Vape Pen","02/2020","377,268.0795069999"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","12/2019","376,900.79653199995"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","08/2019","376,274.56974"
"Private Label - Vape Pen","02/2021","375,991.78268400003"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC","02/2020","375,947.60936"
"Connected Cannabis Co. - Gushers - Flower (Gram)","04/2021","375,527.75129700004"
"Level - ProTab - Sativa, 10 Count, 250mg THC","10/2020","375,442.228834"
"Connected Cannabis Co. - Gushers - Flower (Gram)","05/2019","375,159.425004"
"Fun Uncle - Shotgun OG - Flower (Gram)","09/2021","374,635.586229"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","06/2019","374,065.2885680001"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","03/2019","373,930.6962"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","06/2020","373,674.403289"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","10/2019","373,416.331338"
"Plus Products - Gummies - Sativa - Uplift - Watermelon, 20 Count, 100mg THC","09/2021","372,659.217569"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","03/2021","372,498.263592"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","07/2020","372,099.308862"
"Level - ProTab - Indica, 10 Count, 250mg THC","12/2020","371,956.857477"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","07/2019","371,854.609387"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","03/2020","371,437.36375699996"
"Caliva - Alien OG - Flower (Gram)","10/2020","370,750.87997799995"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","07/2020","370,546.11632000003"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","10/2018","370,235.19602200005"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","10/2019","369,828.6293209996"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","12/2019","369,783.266312"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","10/2019","369,750.02092"
"Source Cannabis - Quest - Flower (Gram)","02/2020","369,586.401869"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","02/2021","369,536.11456599995"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC","01/2019","369,499.994217"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","05/2021","368,574.417054"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","09/2020","368,570.325355"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","06/2020","368,433.411188"
"Level - ProTab - Indica, 10 Count, 250mg THC","09/2019","367,576.033903"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","06/2020","367,512.53726500005"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","11/2019","366,908.31768100004"
"Connected Cannabis Co. - Gushers - Flower (Gram)","12/2020","366,719.585662"
"Up North Humboldt - Durban Poison - Flower (Gram)","09/2021","366,577.50620299997"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","03/2021","366,528.457816"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","01/2019","366,024.270162"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","06/2021","365,556.391941"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","08/2020","365,249.267215"
"Level - ProTab - Sativa, 10 Count, 250mg THC","09/2019","365,195.398671"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","11/2019","365,189.952972"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","06/2021","365,079.55155900004"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","05/2021","365,037.775138"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","08/2019","364,638.823335"
"Level - ProTab - Indica, 10 Count, 250mg THC","11/2020","364,189.966195"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","07/2019","363,506.98846100003"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","01/2021","362,814.11069800006"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","02/2020","362,430.860953"
"Source Cannabis - Quest - Flower (Gram)","03/2021","361,878.64046799997"
"Caliva - Alien OG - Flower (Gram)","09/2021","361,792.263727"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","01/2019","361,631.655709"
"Private Label - Vape Pen","08/2021","361,055.654123"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","04/2021","360,897.98063099995"
"Concentrate - Strain Blends - Oil Cartridge","08/2021","360,661.524614"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","08/2019","360,425.34256"
"Concentrate - Strain Blends - Live Resin","05/2021","360,394.9993819997"
"Level - ProTab - Indica, 10 Count, 250mg THC","01/2021","360,221.741436"
"Concentrate - Strain Blends - Live Resin","06/2021","360,185.067276"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","12/2020","360,059.90319800004"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","05/2020","359,952.665594"
"Connected Cannabis Co. - Gushers - Flower (Gram)","02/2020","359,631.748769"
"Source Cannabis - Quest - Flower (Gram)","12/2019","359,153.022181"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","02/2021","358,688.23939999996"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","05/2020","358,302.72484700003"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","06/2020","357,115.817746"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","02/2020","357,020.2307340002"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","09/2019","356,994.21627800004"
"Level - ProTab - Indica, 10 Count, 250mg THC","08/2019","356,983.159393"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","12/2019","356,315.118196"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","04/2021","356,310.783366"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","05/2019","356,140.661801"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","03/2021","355,868.16300299997"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC","06/2019","355,660.103213"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","11/2019","355,627.99079199997"
"Concentrate - Strain Blends - Distillate Cartridge","09/2020","355,256.78267500014"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","03/2020","355,126.576358"
"Source Cannabis - Quest - Flower (Gram)","01/2021","355,108.71979299997"
"Level - ProTab - Indica, 10 Count, 250mg THC","11/2019","354,791.638221"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","03/2021","353,830.968575"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","05/2021","353,261.517224"
"Level - ProTab - Sativa, 10 Count, 250mg THC","12/2020","352,836.314043"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","07/2020","352,552.461198"
"Level - ProTab - Sativa, 10 Count, 250mg THC","08/2019","351,839.59173"
"Concentrate - Strain Blends - Distillate Cartridge","09/2019","350,955.0907980002"
"Concentrate - Strain Blends - Live Resin","08/2020","350,567.1400969998"
"Concentrate - Strain Blends - Distillate Cartridge","06/2020","350,348.9002580002"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","02/2020","350,128.707953"
"Pacific Stone - 805 Glue - Flower (Gram)","11/2019","349,836.153804"
"Caliva - Alien OG - Flower (Gram)","06/2020","349,809.137374"
"THC Design - Crescendo - Flower (Gram)","04/2020","349,134.563673"
"Concentrate - Strain Blends - Distillate Cartridge","07/2020","348,475.8059109999"
"Up North Humboldt - Durban Poison - Flower (Gram)","03/2019","348,457.947077"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","12/2020","348,414.579327"
"THC Design - Crescendo - Flower (Gram)","10/2019","348,366.384518"
"Level - ProTab - Sativa, 10 Count, 250mg THC","11/2019","348,066.04463399993"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","07/2020","347,872.592656"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","02/2021","347,496.18978899997"
"Private Label - Vape Pen","04/2021","347,064.926875"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","07/2021","346,867.035361"
"Connected Cannabis Co. - Gushers - Flower (Gram)","11/2019","346,757.735005"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","01/2020","346,646.87884599995"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","02/2020","346,170.4262039999"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","07/2021","345,874.571651"
"Up North Humboldt - Durban Poison - Flower (Gram)","01/2020","345,827.782161"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","06/2020","345,753.839157"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC","07/2019","345,710.37824"
"Caliva - Alien OG - Flower (Gram)","01/2019","345,555.093787"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","04/2020","345,424.88081500004"
"Level - ProTab - Indica, 10 Count, 250mg THC","12/2019","345,234.88816800003"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","08/2020","344,919.829993"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","03/2020","344,399.24508599995"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","08/2020","344,167.34519300004"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","12/2020","344,035.58990399993"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","03/2020","343,529.30215100007"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","08/2021","343,490.42026700004"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","10/2020","343,268.751129"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","04/2020","342,955.00762099994"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","05/2019","342,856.01088"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","04/2020","342,834.214927"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","07/2020","341,948.28943700006"
"Level - ProTab - Sativa, 10 Count, 250mg THC","12/2019","341,873.61331399996"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","04/2021","341,746.55679299997"
"Connected Cannabis Co. - Gushers - Flower (Gram)","08/2019","341,309.056167"
"Connected Cannabis Co. - Gushers - Flower (Gram)","11/2020","340,741.70535400003"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","10/2019","340,429.501758"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","11/2020","339,678.677315"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","08/2020","339,414.849251"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC","02/2019","338,945.499904"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","02/2019","338,209.113362"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","03/2021","338,115.561994"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","07/2020","336,528.358338"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","04/2020","336,522.85433999996"
"Fun Uncle - Shotgun OG - Flower (Gram)","04/2021","336,303.079767"
"Private Label - Vape Pen","05/2020","336,138.135609"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","05/2020","335,901.27489"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","07/2021","335,725.349788"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","03/2020","335,287.83854699996"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","08/2020","335,046.283603"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","11/2019","334,726.45782500005"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","11/2018","334,568.97057"
"Level - ProTab - Indica, 10 Count, 250mg THC","04/2019","334,260.107231"
"Source Cannabis - Quest - Flower (Gram)","12/2020","333,208.0218129999"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","10/2019","333,172.72057000006"
"Caliva - Alien OG - Flower (Gram)","07/2019","333,131.442004"
"Level - ProTab - Sativa, 10 Count, 250mg THC","11/2020","332,726.732235"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","09/2019","332,649.739717"
"Concentrate - Strain Blends - Oil Cartridge","09/2019","332,419.2619700003"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","01/2020","332,016.807378"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","07/2021","332,009.12392499996"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","06/2020","331,939.62010799994"
