Brands,Months,ARP,vs. Prior Period
Highrize,05/2020,44.39948173797030,0.10882302186775200
Highrize,06/2020,45.84350300844460,0.03252338121864520
Highrize,07/2020,50.743653019682400,0.10688864702017300
Highrize,08/2020,48.700284797441700,-0.04026844936544480
Highrize,09/2020,48.9867949678237,0.005883131311730960
Highrize,10/2020,35.949032080505400,-0.2661485181033380
Highrize,11/2020,24.165716953363400,-0.32777836968611700
Highrize,12/2020,21.246913806757500,-0.12078280781980500
Highrize,01/2021,47.47279243734670,1.2343382605641400
Highrize,02/2021,50.883639967274600,0.07184847056194240
Highrize,03/2021,47.503760611474100,-0.06642369449147570
Highrize,04/2021,42.948052369099600,-0.09590205456858410
Highrize,05/2021,41.7775161886792,-0.027254697613775100
Highrize,06/2021,43.45084574823230,0.040053351951222900
Highrize,07/2021,45.401166650318600,0.04488568331643300
Highrize,08/2021,48.31633934224260,0.06420920225193150
Highrize,09/2021,44.04132627761730,-0.08847965559525910
HighTide,09/2020,5.620316849321940,
HighTide,10/2020,5.456189731389800,-0.029202467108582300
HighTide,11/2020,,-1
Himalaya,09/2018,41.82165448291530,
Himalaya,10/2018,42.03373234349580,0.005071005994443990
Himalaya,11/2018,42.592631558463400,0.013296445112234000
Himalaya,12/2018,43.565325531132400,0.022837141943998100
Himalaya,01/2019,43.25383110072180,-0.007150054007699450
Himalaya,02/2019,42.97737478184700,-0.0063914874553199800
Himalaya,03/2019,47.56248005576240,0.10668649021000800
Himalaya,04/2019,44.35700712726350,-0.06739499127759500
Himalaya,05/2019,42.90839310543230,-0.03265806499692410
Himalaya,06/2019,39.91511236459610,-0.06975979579289380
Himalaya,07/2019,39.96532503078040,0.0012579863417555700
Himalaya,08/2019,35.81819302097630,-0.1037682542706740
Himalaya,09/2019,38.77852107280180,0.0826487268660331
Himalaya,10/2019,37.29412329200110,-0.038278865199988100
Himalaya,11/2019,36.6413670703945,-0.017502924428488000
Himalaya,12/2019,36.151026878294300,-0.013382147864685200
Himalaya,01/2020,36.2579265508334,0.0029570300423004900
Himalaya,02/2020,35.14377144009510,-0.03072859417860650
Himalaya,03/2020,36.002776498276400,0.02444259744989330
Himalaya,04/2020,34.07988049894130,-0.05340965854195250
Himalaya,05/2020,32.5097114395227,-0.04607319733610370
Himalaya,06/2020,30.715457580049400,-0.055191319148160300
Himalaya,07/2020,31.758164643101100,0.03394730683514060
Himalaya,08/2020,32.95898628927770,0.03781143084531030
Himalaya,09/2020,36.48667484122550,0.10703267755220400
Himalaya,10/2020,28.8562071990956,-0.20913025578062200
Himalaya,11/2020,29.043301895504600,0.006483689804351610
Himalaya,12/2020,28.761567519871000,-0.009700493995045500
Himalaya,01/2021,24.834869556597600,-0.13652586774209900
Himalaya,02/2021,29.632629867943200,0.19318645102651700
Himalaya,03/2021,34.62006380719790,0.1683088528247740
Himalaya,04/2021,32.616973831246400,-0.057859222533698300
Himalaya,05/2021,30.530849697336800,-0.06395823673596250
Himalaya,06/2021,26.8060157391914,-0.12200230242757800
Himalaya,07/2021,27.67433324056510,0.03239263566141350
Himalaya,08/2021,28.026623558022200,0.012729857460148900
Himalaya,09/2021,25.961068958171800,-0.07369973038579470
Hollister Cannabis Co,04/2019,17.14530666618250,
Hollister Cannabis Co,05/2019,27.19000001091780,0.5858567327085190
Hollister Cannabis Co,06/2019,28.40049986910450,0.04452003890035630
Hollister Cannabis Co,07/2019,27.937592582915300,-0.016299265446831800
Hollister Cannabis Co,08/2019,27.930602012568100,-0.00025022092817852100
Hollister Cannabis Co,09/2019,28.072092000574900,0.005065769364481500
Hollister Cannabis Co,10/2019,27.29375000116720,-0.027726540629454200
Hollister Cannabis Co,11/2019,10.719912952300700,-0.6072392781555380
Hollister Cannabis Co,12/2019,11.951001515184100,0.1148412835403810
Hollister Cannabis Co,01/2020,13.27557433301370,0.11083362479259100
Hollister Cannabis Co,02/2020,23.533156815567200,0.7726658165775150
Hollister Cannabis Co,03/2020,23.830359945390700,0.01262912290742440
Hollister Cannabis Co,04/2020,24.98279203924070,0.04835982740046490
Hollister Cannabis Co,05/2020,26.422485590017800,0.05762740803812940
Hollister Cannabis Co,06/2020,26.08145447544470,-0.012906852135891100
Hollister Cannabis Co,07/2020,26.190312092269200,0.004173755605806580
Hollister Cannabis Co,08/2020,26.337342845368800,0.005613936656485500
Hollister Cannabis Co,09/2020,26.944004282519000,0.023034268897665200
Hollister Cannabis Co,10/2020,25.569784899190000,-0.0510027896714858
Hollister Cannabis Co,11/2020,22.82539029486100,-0.10732959292183700
Hollister Cannabis Co,12/2020,24.238091988447100,0.06189167744063170
Hollister Cannabis Co,01/2021,24.031365028031800,-0.008529011298158660
Hollister Cannabis Co,02/2021,24.345762715392800,0.013082806032624400
Hollister Cannabis Co,03/2021,20.956250000000000,-0.13922392799999300
Hollister Cannabis Co,04/2021,25.82416666122740,0.23228949173766300
Hollister Cannabis Co,05/2021,25.83603773431750,0.00045968852531775400
Hollister Cannabis Co,06/2021,22.678030290362700,-0.12223265333600400
Hollister Cannabis Co,07/2021,21.154474175961000,-0.06718203013641620
Hollister Cannabis Co,08/2021,23.724117902596600,0.12147046082362900
Hollister Cannabis Co,09/2021,22.989940610056000,-0.03094645270078560
Hollow Tips,12/2020,49.66958180449400,
Hollow Tips,01/2021,,-1
Hollow Tips,02/2021,48.321273770201500,
Hollow Tips,03/2021,,-1
Holy Smokes,01/2020,7.309907293907440,
Holy Smokes,02/2020,8.957970751336130,0.22545613660549400
Holy Smokes,03/2020,8.54784788595661,-0.0457830100995083
Holy Smokes,04/2020,,-1
Holy Smokes,07/2020,3.6545315260079900,
Holy Smokes,08/2020,,-1
Holy Smokes,09/2020,5.027036328839470,
Holy Smokes,10/2020,5.5080710227679100,0.09568952011920030
Holy Smokes,11/2020,,-1
Holy Smokes,12/2020,6.582021015679530,
Holy Smokes,01/2021,8.03618450751664,0.22092963367528600
Holy Smokes,02/2021,,-1
Holy Water Extracts,09/2021,53.72435106620340,
Honey Oil Technologies,08/2020,16.681744824377300,
Honey Oil Technologies,09/2020,17.101233484440400,0.025146569767100000
Honey Oil Technologies,10/2020,33.19485000926470,0.9410792817645000
Honey Oil Technologies,11/2020,,-1
Honey Pot,10/2018,27.581959999118200,
Honey Pot,11/2018,31.728493505191800,0.15033498367070700
Honey Pot,12/2018,30.01943440977430,-0.05386511953798760
Honey Pot,01/2019,30.11722831184310,0.0032576863619039000
Honey Pot,02/2019,30.923279656349100,0.026763795664058400
Honey Pot,03/2019,34.98124872922230,0.13122699525954100
Honey Pot,04/2019,34.088433052291700,-0.02552269313887500
Honey Pot,05/2019,36.677385521592700,0.07594812191365810
Honey Pot,06/2019,31.772652872056800,-0.13372634335259200
Honey Pot,07/2019,31.259200826077100,-0.016160188072657000
Honey Pot,08/2019,29.846933384540400,-0.045179256161872300
Honey Pot,09/2019,25.689121209050000,-0.1393045014682790
Honey Pot,10/2019,29.002430915452000,0.12897715260242800
Honey Pot,11/2019,28.257147558266400,-0.02569727204447990
Honey Pot,12/2019,29.944570041920900,0.059716660366196700
Honey Pot,01/2020,29.845152988845500,-0.0033200360845438500
Honey Pot,02/2020,29.032495447871700,-0.027229129677355500
Honey Pot,03/2020,30.330808743887500,0.04471931454693070
Honey Pot,04/2020,31.21773104555360,0.029241630487182600
Honey Pot,05/2020,28.056186758584000,-0.10127399337114800
Honey Pot,06/2020,26.653502462112400,-0.049995543177029100
Honey Pot,07/2020,36.52821287397790,0.3704845329765690
Honey Pot,08/2020,29.094989895121200,-0.20349265387007400
Honey Pot,09/2020,32.26987770464120,0.10912146115068600
Honey Pot,10/2020,24.257166769857400,-0.2483031081841200
Honey Pot,11/2020,16.311404131992300,-0.3275635078594070
Honey Pot,12/2020,21.956430574083100,0.3460785102503230
Honey Pot,01/2021,,-1
Honey Pot,02/2021,83.69999997397840,
Honey Pot,03/2021,58.03032106684240,-0.3066867253896830
Honey Pot,04/2021,30.999908790329800,-0.46579808244344400
Honey Pot,05/2021,,-1
Honey Vape,09/2018,45.3866192072785,
Honey Vape,10/2018,39.31913205951690,-0.13368449234016900
Honey Vape,11/2018,37.8014462480444,-0.03859916869922840
Honey Vape,12/2018,33.42598677795410,-0.11574846743639100
Honey Vape,01/2019,35.124904607292700,0.050826258043610100
Honey Vape,02/2019,37.991003237571100,0.081597335631862
Honey Vape,03/2019,43.25742527469840,0.13862287353125400
Honey Vape,04/2019,42.60803373459120,-0.015012255953362700
Honey Vape,05/2019,43.80140729075800,0.028008181827879200
Honey Vape,06/2019,40.42189558926970,-0.07715532240904400
Honey Vape,07/2019,36.96986842434380,-0.08539993274937560
Honey Vape,08/2019,40.07082444979660,0.08387792971994560
Honey Vape,09/2019,34.983328387186400,-0.1269626001577330
Honey Vape,10/2019,41.60679963167720,0.18933222051326800
Honey Vape,11/2019,35.995084113221200,-0.13487496198057800
Honey Vape,12/2019,27.87267417984660,-0.22565331165294300
Honey Vape,01/2020,25.35779558738610,-0.09022738816639420
Honey Vape,02/2020,25.16176475021970,-0.007730594581491300
Honey Vape,03/2020,26.44119333294370,0.050848125933331000
Honey Vape,04/2020,25.790950742794100,-0.024592028883185800
Honey Vape,05/2020,24.608950456583200,-0.045830039303265300
Honey Vape,06/2020,37.269821280154600,0.5144823565681310
Honey Vape,07/2020,33.10210277115850,-0.1118255565989330
Honey Vape,08/2020,31.702580639481000,-0.042278949508215000
Honey Vape,09/2020,23.756250000000000,-0.25065248567130800
Honey Vape,10/2020,,-1
HoneyButter,01/2019,50.815476193527000,
HoneyButter,02/2019,43.75944282273470,-0.1388559922949440
HoneyButter,03/2019,24.322019775303700,-0.4441880836136350
HoneyButter,04/2019,39.28465115442890,0.6151886856994490
HoneyButter,05/2019,,-1
HoneyButter,07/2019,30.41999998951360,
HoneyButter,08/2019,36.0539202142462,0.185204478194437
HoneyButter,09/2019,39.61521234793400,0.09877683515482340
HoneyButter,10/2019,39.36210235867980,-0.006389211978244180
HoneyButter,11/2019,45.731401292370500,0.16181297623921600
HoneyButter,12/2019,41.58336141586510,-0.09070441226994370
HoneyButter,01/2020,38.67573706962290,-0.06992278274870020
HoneyButter,02/2020,31.66266778912740,-0.1813299451247890
HoneyButter,03/2020,29.952394044216800,-0.05401546566767440
HoneyButter,04/2020,29.70161375745680,-0.008372629125730610
HoneyButter,05/2020,35.34549514332030,0.19001935153932500
HoneyButter,06/2020,35.33217790251790,-0.0003767733553700730
HoneyButter,07/2020,34.86199540769200,-0.013307486906782000
HoneyButter,08/2020,37.2117257891541,0.06740091477791910
HoneyButter,09/2020,35.420200943557400,-0.04814409457243960
HoneyButter,10/2020,28.088114728060100,-0.20700295368682500
HoneyButter,11/2020,27.02403191619580,-0.03788373916036780
HoneyButter,12/2020,29.161261960388700,0.07908627590511550
HoneyButter,01/2021,32.61182877762760,0.11832707452530400
HoneyButter,02/2021,30.183436791391300,-0.07446353293447240
HoneyButter,03/2021,32.85107127887700,0.0883807402689999
HoneyButter,04/2021,30.155249611693800,-0.08206191038027450
HoneyButter,05/2021,30.059295946660700,-0.00318198875050638
HoneyButter,06/2021,24.949448387098900,-0.16999225692541300
HoneyButter,07/2021,28.041981800286400,0.1239519754186850
HoneyButter,08/2021,27.65514204819960,-0.013795021865496700
HoneyButter,09/2021,24.919538506017000,-0.09891844118589960
Honeydew Farms,09/2018,8.547532734129210,
Honeydew Farms,10/2018,9.446985294223300,0.10522949581727800
Honeydew Farms,11/2018,8.626545097463930,-0.08684677399265800
Honeydew Farms,12/2018,8.821765329672340,0.022630175812308300
Honeydew Farms,01/2019,8.819979328318770,-0.00020245396321832800
Honeydew Farms,02/2019,8.376481827516430,-0.05028328120660990
Honeydew Farms,03/2019,8.243942928609300,-0.01582274057728450
Honeydew Farms,04/2019,8.211238611595240,-0.003967072224694990
Honeydew Farms,05/2019,8.784971836459740,0.06987170291876790
Honeydew Farms,06/2019,11.083426398290800,0.2616348241768830
Honeydew Farms,07/2019,10.718820444035000,-0.03289650160098370
Honeydew Farms,08/2019,10.217651507379500,-0.04675597835341750
Honeydew Farms,09/2019,11.237987352249900,0.09986011405198810
Honeydew Farms,10/2019,10.448684561529800,-0.07023524461985660
Honeydew Farms,11/2019,10.212013047990400,-0.022650842998056100
Honeydew Farms,12/2019,9.278239563040860,-0.0914387281490271
Honeydew Farms,01/2020,8.551137598461630,-0.07836637108138240
Honeydew Farms,02/2020,9.693012943260550,0.13353490475984700
Honeydew Farms,03/2020,10.750733953001100,0.10912200529722900
Honeydew Farms,04/2020,10.1273075378144,-0.0579891957062806
Honeydew Farms,05/2020,8.790322697932270,-0.13201779790827500
Honeydew Farms,06/2020,9.677742377707880,0.10095416405866000
Honeydew Farms,07/2020,10.000059473178600,0.033304988177119300
Honeydew Farms,08/2020,10.703130030247000,0.07030663757091360
Honeydew Farms,09/2020,12.186710134761100,0.13861179863474200
Honeydew Farms,10/2020,12.841209931727900,0.05370602810187110
Honeydew Farms,11/2020,10.294400903781400,-0.19833092375928500
Honeydew Farms,12/2020,11.028028429589700,0.07126471298964260
Honeydew Farms,01/2021,9.486211809910950,-0.1398089086841530
Honeydew Farms,02/2021,10.162124742252300,0.07125214425795620
Honeydew Farms,03/2021,8.481220558230830,-0.16540873357247200
Honeydew Farms,04/2021,8.865146675050430,0.04526779066569820
Honeydew Farms,05/2021,9.771053418374420,0.10218745120974900
Honeydew Farms,06/2021,9.165621338471040,-0.06196180227250320
Honeydew Farms,07/2021,8.188459175987440,-0.10661166618155400
Honeydew Farms,08/2021,8.229823537378770,0.005051543947685490
Honeydew Farms,09/2021,8.882732507790800,0.07933450425110690
HoneyLeaf,03/2019,15.479181793421300,
HoneyLeaf,04/2019,13.024965694387000,-0.15854947191571500
HoneyLeaf,05/2019,15.662785346857500,0.20252027639559900
HoneyLeaf,06/2019,,-1
HoneyLeaf,12/2019,11.26248866001170,
HoneyLeaf,01/2020,8.174917481290660,-0.274146440624945
HoneyLeaf,02/2020,10.498611041722100,0.28424672979874700
HoneyLeaf,03/2020,10.549758566862700,0.004871837325650820
HoneyLeaf,04/2020,9.491168728625410,-0.10034256533247700
HoneyLeaf,05/2020,8.148792297520790,-0.14143426057278000
HoneyLeaf,06/2020,8.050862429214590,-0.012017715598910700
HoneyLeaf,07/2020,8.591538053474520,0.06715747896746570
HoneyLeaf,08/2020,10.335621764044700,0.2030001729276880
HoneyLeaf,09/2020,11.252291233722300,0.08869030723110690
HoneyLeaf,10/2020,9.694589568730690,-0.13843417599460000
HoneyLeaf,11/2020,9.991304512412400,0.030606240891181700
HoneyLeaf,12/2020,12.183525154099500,0.2194128543438560
HoneyLeaf,01/2021,12.119428085819400,-0.005260962444724060
HoneyLeaf,02/2021,11.744220367446200,-0.030959193430271000
HoneyLeaf,03/2021,13.22102245112680,0.12574713667448900
HoneyLeaf,04/2021,12.12679802108530,-0.08276397941887160
HoneyLeaf,05/2021,12.049767856858800,-0.0063520612854793400
HoneyLeaf,06/2021,12.04410990606670,-0.00046954853066775200
HoneyLeaf,07/2021,10.731648846186500,-0.10897119588879600
HoneyLeaf,08/2021,9.20881421308188,-0.1419012730411660
HoneyLeaf,09/2021,7.845793441229240,-0.14801262576416900
HoneyStick,07/2019,13.385714283217500,
HoneyStick,08/2019,13.487500009706200,0.0076040564093235000
HoneyStick,09/2019,,-1
Hoodies,06/2020,37.36380950168450,
Hoodies,07/2020,35.44333328650680,-0.051399368554514
Hoodies,08/2020,36.64397589970630,0.033874991482717100
Hoodies,09/2020,36.564662498855200,-0.002164432185747820
Hoodies,10/2020,33.23341164418420,-0.09110574601297910
Hoodies,11/2020,36.60446663746000,0.10143571864869500
Hoodies,12/2020,33.56577147427360,-0.08301432700228500
Hoodies,01/2021,,-1
Hot Nife,11/2018,50.71843750000000,
Hot Nife,12/2018,35.930279445950200,-0.29157361273303800
Hot Nife,01/2019,45.69706250515730,0.27182596990093600
Hot Nife,02/2019,23.719995719697200,-0.4809295298353110
Hot Nife,03/2019,41.737810291929900,0.7596044613646630
Hot Nife,04/2019,24.73419670401340,-0.4073911273492020
Hot Nife,05/2019,34.46487500192360,0.393409918031873
Hot Nife,06/2019,37.196220345622,0.07925011605427180
Hot Nife,07/2019,41.29534884086740,0.11020282322120000
Hot Nife,08/2019,,-1
Hot Nife,09/2019,53.95000000000000,
Hot Nife,10/2019,,-1
Hot Nife,11/2019,23.12367521860510,
Hot Nife,12/2019,19.824496488209500,-0.1426753619053240
Hot Nife,01/2020,18.438969074448700,-0.06988966476827520
Hot Nife,02/2020,17.33225942971500,-0.06002014756168060
Hot Nife,03/2020,20.87127651733180,0.20418671333464000
Hot Nife,04/2020,44.99999935657720,1.1560731716245800
Hot Nife,05/2020,17.3267951318139,-0.6149601026765040
Hot Nife,06/2020,,-1
Hot Sugar,06/2021,8.524389114976220,
Hot Sugar,07/2021,9.030990491106420,0.05942963997738700
Hot Sugar,08/2021,8.729473740337130,-0.03338689715886840
Hot Sugar,09/2021,9.1372396389259,0.046711395293460700
Hotbox,10/2018,9.87980443286974,
Hotbox,11/2018,9.4158088668174,-0.04696404359064480
Hotbox,12/2018,9.848194776243990,0.04592127086929030
Hotbox,01/2019,9.21991504683344,-0.06379643616778340
Hotbox,02/2019,9.423473482612360,0.022078124879125600
Hotbox,03/2019,11.740687940611000,0.2458981247492510
Hotbox,04/2019,11.830903374513500,0.007683998958049380
Hotbox,05/2019,,-1
Hotbox,06/2019,12.269239053035800,
Hotbox,07/2019,12.143264811749900,-0.01026748608788100
Hotbox,08/2019,14.815395167942100,0.22005040634596500
Hotbox,09/2019,,-1
Hotbox,10/2019,10.700372909380100,
Hotbox,11/2019,,-1
Hotbox,12/2019,11.37616162988620,
Hotbox,01/2020,12.392280857579400,0.08932004139461530
Hotbox,02/2020,11.818884871793400,-0.04627041562210460
Hotbox,03/2020,12.041437136219800,0.018830225257335000
Hotbox,04/2020,9.98846894070105,-0.17049195808559500
Hotbox,05/2020,10.970024639070600,0.09826888427013180
Hotbox,06/2020,10.354806578624600,-0.056081739165369700
Hotbox,07/2020,10.637083779846400,0.027260499660568400
Hotbox,08/2020,10.527268120490000,-0.010323850185750000
Hotbox,09/2020,11.21591198147550,0.06541524858145370
Hotbox,10/2020,11.416782832780700,0.017909453251500800
Hotbox,11/2020,11.403784826645300,-0.0011384999019225900
Hotbox,12/2020,11.161299751263100,-0.02126356109557880
Hotbox,01/2021,11.441232968286800,0.02508070056912780
Hotbox,02/2021,11.637419775812200,0.017147348373133800
Hotbox,03/2021,11.513822612825000,-0.01062066724137930
Hotbox,04/2021,11.192862247680000,-0.02787609084644900
Hotbox,05/2021,11.261558891881500,0.006137540396848830
Hotbox,06/2021,10.756004536630900,-0.04489204026762630
Hotbox,07/2021,11.665125441330100,0.08452217564645260
Hotbox,08/2021,11.196446034936500,-0.04017782824117850
Hotbox,09/2021,10.84980430444650,-0.030959978676128900
House of Flowers,07/2021,8.38319924418712,
House of Flowers,08/2021,,-1
House Weed,09/2018,9.100330698823610,
House Weed,10/2018,9.564948667555190,0.051055064272735400
House Weed,11/2018,7.8262118781325100,-0.1817821349444950
House Weed,12/2018,8.535416093181170,0.09061909210895080
House Weed,01/2019,9.208687577292140,0.07887974959402910
House Weed,02/2019,9.641582528692920,0.04700940799297580
House Weed,03/2019,9.33228463410709,-0.03207957756575440
House Weed,04/2019,7.766671007247430,-0.16776316713891800
House Weed,05/2019,10.52333751368520,0.3549354033234340
House Weed,06/2019,7.781481953408610,-0.2605499972523850
House Weed,07/2019,7.413353887399070,-0.04730822074942750
House Weed,08/2019,7.749116876477670,0.0452916445347793
House Weed,09/2019,6.270463166251740,-0.19081577085440100
House Weed,10/2019,7.463802637437930,0.19031121618078700
House Weed,11/2019,6.598759896606850,-0.1158983942705140
House Weed,12/2019,6.744764386656570,0.02212604979380930
House Weed,01/2020,6.433134812823870,-0.04620318160397240
House Weed,02/2020,6.330435228217570,-0.015964158624746900
House Weed,03/2020,6.287192264107000,-0.00683096225640492
House Weed,04/2020,5.777989910843160,-0.08099042177711510
House Weed,05/2020,6.086528431853260,0.05339893730708760
House Weed,06/2020,6.185931471542010,0.016331647966767700
House Weed,07/2020,6.191511877707930,0.0009021125099104520
House Weed,08/2020,4.650322515471190,-0.24891971342018600
House Weed,09/2020,,-1
House Weed,12/2020,5.929490773058040,
House Weed,01/2021,5.587994571698270,-0.05759283797378150
House Weed,02/2021,7.115677403872940,0.2733865991767390
House Weed,03/2021,8.41796901400899,0.1830172359173050
House Weed,04/2021,9.449260980704100,0.12251078199252800
House Weed,05/2021,6.820650596440300,-0.2781815836848580
House Weed,06/2021,6.593572197303840,-0.03329277697569930
House Weed,07/2021,7.164483387301790,0.08658602240397060
House Weed,08/2021,7.324496184971610,0.022334171079721900
House Weed,09/2021,6.403815648290060,-0.12569882124733800
Houseplant,04/2021,16.084466536045900,
Houseplant,05/2021,16.28079448225840,0.012206058918553000
Houseplant,06/2021,16.401361605292200,0.007405481542390360
Houseplant,07/2021,16.626442608772800,0.013723312057695000
Houseplant,08/2021,15.921842581472300,-0.04237827921943620
Houseplant,09/2021,,-1
Huckleberry Hill Farms,08/2021,92.54000117505470,
Huckleberry Hill Farms,09/2021,,-1
Hud's Buds,02/2020,7.722086223370490,
Hud's Buds,03/2020,7.933175315316940,0.027335759513743700
Hud's Buds,04/2020,7.322116845147640,-0.0770257111284941
Hud's Buds,05/2020,7.2152495417679000,-0.014595137668495500
Hud's Buds,06/2020,7.700428676288140,0.0672435695690938
Hud's Buds,07/2020,,-1
Hud's Buds,04/2021,5.752157777500110,
Hud's Buds,05/2021,5.633108641401480,-0.020696430922721200
Hud's Buds,06/2021,6.212334478953250,0.10282525589772000
Hud's Buds,07/2021,,-1
Humble Cannabis Company,12/2019,4.729481791075470,
Humble Cannabis Company,01/2020,4.481118678924410,-0.05251381084069720
Humble Cannabis Company,02/2020,4.396699305986220,-0.01883890585965160
Humble Cannabis Company,03/2020,4.063469011337020,-0.0757910130891841
Humble Cannabis Company,04/2020,3.9770672505731800,-0.02126305393809530
Humble Cannabis Company,05/2020,3.721043449092690,-0.06437502444636640
Humble Cannabis Company,06/2020,3.868540803952860,0.03963870803393640
Humble Cannabis Company,07/2020,3.975178987372040,0.02756547980835810
Humble Cannabis Company,08/2020,3.7797584836313400,-0.049160177280442500
Humble Cannabis Company,09/2020,3.815618508330220,0.009487385200451910
Humble Cannabis Company,10/2020,3.961279039011510,0.038174815003984400
Humble Cannabis Company,11/2020,3.666278963008350,-0.0744709153528268
Humble Cannabis Company,12/2020,3.038286286844090,-0.17128884149311200
Humble Cannabis Company,01/2021,3.2969170124464000,0.08512388273685730
Humble Cannabis Company,02/2021,3.8647925932368700,0.1722444267315930
Humble Cannabis Company,03/2021,3.1434215083677800,-0.18665195284513900
Humble Cannabis Company,04/2021,4.0211231674151300,0.27921857018249300
Humble Cannabis Company,05/2021,2.778085994951590,-0.3091268585196280
Humble Cannabis Company,06/2021,1.8898399833157300,-0.3197330871866460
Humble Cannabis Company,07/2021,4.735043998195890,1.505526414933940
Humble Cannabis Company,08/2021,,-1
Humble Flower Company,09/2018,50.09424818523040,
Humble Flower Company,10/2018,48.871269794329200,-0.024413549163950800
Humble Flower Company,11/2018,48.21344621982870,-0.013460333182846400
Humble Flower Company,12/2018,47.84384951531460,-0.0076658429025995100
Humble Flower Company,01/2019,48.837580230467100,0.02077029179757760
Humble Flower Company,02/2019,48.54042688984410,-0.006084522190097160
Humble Flower Company,03/2019,49.90735131210170,0.02816053565741360
Humble Flower Company,04/2019,51.10938973234970,0.024085398015433000
Humble Flower Company,05/2019,50.35066258685470,-0.014845161514709200
Humble Flower Company,06/2019,49.18223540238480,-0.023205795603074900
Humble Flower Company,07/2019,50.742790958674,0.03173006561254340
Humble Flower Company,08/2019,52.72526419204560,0.039069061750784300
Humble Flower Company,09/2019,52.23474548623210,-0.00930329536191309
Humble Flower Company,10/2019,56.48911863396710,0.08144718822945980
Humble Flower Company,11/2019,58.395869368059200,0.0337543013628384
Humble Flower Company,12/2019,58.32408461999300,-0.0012292778383641800
Humble Flower Company,01/2020,58.85171685988190,0.009046558438536280
Humble Flower Company,02/2020,55.7496420816711,-0.05271001329657820
Humble Flower Company,03/2020,58.13356324354720,0.04276119223122070
Humble Flower Company,04/2020,51.41607000487730,-0.11555275238380500
Humble Flower Company,05/2020,57.34606498742690,0.11533349363316000
Humble Flower Company,06/2020,56.39691466938170,-0.01655127197050600
Humble Flower Company,07/2020,62.22883346985720,0.10340847251421700
Humble Flower Company,08/2020,62.02445391204570,-0.003284322498355750
Humble Flower Company,09/2020,68.15322983488160,0.09881225123766310
Humble Flower Company,10/2020,68.17944386349680,0.00038463369496578700
Humble Flower Company,11/2020,53.83706195806450,-0.21036226012854300
Humble Flower Company,12/2020,52.21209984580600,-0.03018296417297480
Humble Flower Company,01/2021,53.752012917218100,0.02949341390137150
Humble Flower Company,02/2021,54.10921682319920,0.0066454051968469600
Humble Flower Company,03/2021,66.24767000038130,0.22433244999357900
Humble Flower Company,04/2021,60.754073102235800,-0.08292513379132990
Humble Flower Company,05/2021,60.88324145953680,0.002126085556168500
Humble Flower Company,06/2021,28.314950917452700,-0.53493029873794
Humble Flower Company,07/2021,58.280484690540400,1.0582936859204500
Humble Flower Company,08/2021,41.772348876641300,-0.2832532347929940
Humble Flower Company,09/2021,34.581942918952200,-0.17213314910596000
Humboldt Apothecary,09/2018,44.42802583737210,
Humboldt Apothecary,10/2018,42.48698386797620,-0.04368958405896870
Humboldt Apothecary,11/2018,43.68791892344270,0.028265952207815900
Humboldt Apothecary,12/2018,45.20368473982570,0.034695308307982400
Humboldt Apothecary,01/2019,44.825189734514500,-0.008373100721536540
Humboldt Apothecary,02/2019,46.38549043390730,0.03480856876755960
Humboldt Apothecary,03/2019,47.30425865696260,0.01980723313391440
Humboldt Apothecary,04/2019,46.32628154690980,-0.020674187437220500
Humboldt Apothecary,05/2019,46.247078131610400,-0.0017096864383392800
Humboldt Apothecary,06/2019,44.47181712099760,-0.03838644693532240
Humboldt Apothecary,07/2019,44.67429459321530,0.004552939037027160
Humboldt Apothecary,08/2019,42.24091444694590,-0.054469358015090600
Humboldt Apothecary,09/2019,40.854215328645600,-0.03282834040067730
Humboldt Apothecary,10/2019,43.76702135636210,0.07129756389358730
Humboldt Apothecary,11/2019,42.20704402707760,-0.03564275751330650
Humboldt Apothecary,12/2019,44.0636534083515,0.043988140464961200
Humboldt Apothecary,01/2020,45.11777384701400,0.02392267452028230
Humboldt Apothecary,02/2020,42.95589112705420,-0.047916431499708400
Humboldt Apothecary,03/2020,42.19448882382130,-0.017725212613583400
Humboldt Apothecary,04/2020,41.850147912492400,-0.008160803008340630
Humboldt Apothecary,05/2020,43.11383086290440,0.0301954237546384
Humboldt Apothecary,06/2020,41.93276986563510,-0.027394016574981200
Humboldt Apothecary,07/2020,43.36298604861550,0.03410736251297650
Humboldt Apothecary,08/2020,41.95193759443320,-0.03254038946027170
Humboldt Apothecary,09/2020,40.428024283725200,-0.03632521876439430
Humboldt Apothecary,10/2020,40.69785855515500,0.006674436265696060
Humboldt Apothecary,11/2020,37.45043986999230,-0.07979335523911320
Humboldt Apothecary,12/2020,39.47663725820840,0.05410343363789380
Humboldt Apothecary,01/2021,42.67625222690030,0.08105084908230380
Humboldt Apothecary,02/2021,40.222736433253500,-0.05749136031444180
Humboldt Apothecary,03/2021,40.32849685022270,0.002629369017312380
Humboldt Apothecary,04/2021,40.82889887499460,0.01240814966722970
Humboldt Apothecary,05/2021,40.92399673792910,0.002329180202132190
Humboldt Apothecary,06/2021,40.93125731557110,0.00017741614262365200
Humboldt Apothecary,07/2021,39.81796928484840,-0.027198969778512600
Humboldt Apothecary,08/2021,38.06687919475040,-0.043977383114921500
