Brands,Months,ARP,vs. Prior Period
Advanced Vapor Devices,01/2021,23.113988793104100,0.15566240040739600
Advanced Vapor Devices,02/2021,7.03436657069239,-0.6956662636787720
Advanced Vapor Devices,03/2021,,-1
Advanced Vapor Devices,04/2021,12.157553917543400,
Advanced Vapor Devices,05/2021,13.136981087540500,0.08056120307094150
Advanced Vapor Devices,06/2021,14.224056070250100,0.08274922339201590
Advanced Vapor Devices,07/2021,13.415677705351800,-0.05683177575410470
Advanced Vapor Devices,08/2021,,-1
Advesa Wellness,02/2020,46.969699736624500,
Advesa Wellness,03/2020,,-1
Advesa Wellness,04/2020,48.358799159374700,
Advesa Wellness,05/2020,49.57950612755120,0.025242706382212000
Advesa Wellness,06/2020,48.635278961887400,-0.01904470696490140
Advesa Wellness,07/2020,48.574669361609900,-0.0012462064898409700
Advesa Wellness,08/2020,48.65912002408680,0.0017385741084153700
Advesa Wellness,09/2020,47.364568119217900,-0.026604507114557600
Advesa Wellness,10/2020,48.821311235282100,0.030755967464910700
Advesa Wellness,11/2020,48.79659607409170,-0.0005062371444987860
Advesa Wellness,12/2020,46.00422466414690,-0.05722471718529100
Advesa Wellness,01/2021,49.51728155374000,0.0763637886572408
Advesa Wellness,02/2021,46.425199534870800,-0.062444502643252300
Advesa Wellness,03/2021,43.91405784869790,-0.054090056937435400
Advesa Wellness,04/2021,41.88629834550930,-0.04617563492253650
Advesa Wellness,05/2021,40.17758413779730,-0.040794108699156100
Advesa Wellness,06/2021,39.74034772516650,-0.010882595905498600
Advesa Wellness,07/2021,41.20208374527070,0.03678216482183890
Advesa Wellness,08/2021,43.300664308792800,0.0509338453971499
Advesa Wellness,09/2021,37.4197361904193,-0.13581611765663500
AeroSpaced Grinders,11/2018,27.1875,
AeroSpaced Grinders,12/2018,23.04999999720170,-0.1521839081489040
AeroSpaced Grinders,01/2019,20.108333366077900,-0.12762111199483300
AeroSpaced Grinders,02/2019,19.928571489496700,-0.008939670598679080
AeroSpaced Grinders,03/2019,,-1
AeroSpaced Grinders,04/2019,17.95108094820700,
AeroSpaced Grinders,05/2019,19.062962962302800,0.061939557695932200
AeroSpaced Grinders,06/2019,18.054814824792000,-0.0528851752744012
AeroSpaced Grinders,07/2019,19.407173877746700,0.07490295891031430
AeroSpaced Grinders,08/2019,22.15357144585060,0.1415145546386340
AeroSpaced Grinders,09/2019,26.486666671433600,0.1955935292950090
AeroSpaced Grinders,10/2019,12.75816751572460,-0.5183173604293310
AeroSpaced Grinders,11/2019,12.749629630392600,-0.000669209376777259
AeroSpaced Grinders,12/2019,18.22013936417130,0.4290720509039810
AeroSpaced Grinders,01/2020,16.608336856525300,-0.08846268820618820
AeroSpaced Grinders,02/2020,12.581285736280700,-0.24247166679199500
AeroSpaced Grinders,03/2020,22.294117634463500,0.7720063037892740
AeroSpaced Grinders,04/2020,22.6805217869812,0.01733211239185300
AeroSpaced Grinders,05/2020,23.129233289783800,0.019784002635254300
AeroSpaced Grinders,06/2020,25.817272737832400,0.1162182686460220
AeroSpaced Grinders,07/2020,23.969499910034500,-0.0715711859483211
AeroSpaced Grinders,08/2020,24.11111111111110,0.0059079747849630200
AeroSpaced Grinders,09/2020,21.728571435385500,-0.0988150095923067
AeroSpaced Grinders,10/2020,21.833157885989800,0.004813314621963990
AeroSpaced Grinders,11/2020,22.564666660644700,0.03350448792037790
AeroSpaced Grinders,12/2020,24.67499994367690,0.09352379606443890
AeroSpaced Grinders,01/2021,22.361818185820300,-0.09374596811090700
AeroSpaced Grinders,02/2021,24.500000000000000,0.09561752968439480
AeroSpaced Grinders,03/2021,23.062500000000000,-0.05867346938775480
AeroSpaced Grinders,04/2021,25.56382557344170,0.1084585614500450
AeroSpaced Grinders,05/2021,26.779037149751400,0.04753637411656430
AeroSpaced Grinders,06/2021,24.592580554697300,-0.08164806609092030
AeroSpaced Grinders,07/2021,25.767046388404800,0.04775691721718240
AeroSpaced Grinders,08/2021,24.731724429341300,-0.04018007898372940
AeroSpaced Grinders,09/2021,21.745453584219300,-0.1207465679821010
Afterglow,10/2018,10.181662693256200,
Afterglow,11/2018,7.9164275084717000,-0.22248185321292200
Afterglow,12/2018,8.620711670471070,0.08896489751793800
Afterglow,01/2019,,-1
Afterglow,05/2019,37.754098360655700,
Afterglow,06/2019,36.15394734894220,-0.042383504869530300
Afterglow,07/2019,35.5845145353619,-0.015750225226704300
Afterglow,08/2019,36.83126434738420,0.035036302400116300
Afterglow,09/2019,37.631212096871700,0.021719258452346800
Afterglow,10/2019,,-1
Ahti Hash,02/2021,51.96657482423630,
Ahti Hash,03/2021,62.71318944400050,0.2067985942139140
Ahti Hash,04/2021,63.887819610912600,0.01873019339832740
Ahti Hash,05/2021,63.60154065242660,-0.004480963041617460
Ahti Hash,06/2021,57.73995540388990,-0.0921610575531407
Ahti Hash,07/2021,63.146073864754100,0.093628725949796
Ahti Hash,08/2021,64.08307770543220,0.014838671406316600
Ahti Hash,09/2021,56.27432438608930,-0.12185359378706900
Aims Horticulture,08/2020,11.07302899926420,
Aims Horticulture,09/2020,12.933041582215200,0.1679768546686420
Aims Horticulture,10/2020,12.582632521030600,-0.027094095302878400
Aims Horticulture,11/2020,12.096805274208500,-0.03861093821265980
Aims Horticulture,12/2020,13.295774823003500,0.09911456137525380
Aims Horticulture,01/2021,,-1
Aims Horticulture,05/2021,13.03336492345010,
Aims Horticulture,06/2021,,-1
Airgraft,03/2020,96.52999999571760,
Airgraft,04/2020,95.2000000130727,-0.01377809989333780
Airgraft,05/2020,19.06050855381630,-0.7997845740420280
Airgraft,06/2020,17.896310226431400,-0.06107908003072920
Airgraft,07/2020,19.598120901832900,0.09509282382063720
Airgraft,08/2020,18.832636767389200,-0.039059057665681500
Airgraft,09/2020,19.003086976669800,0.009050788340791180
Airgraft,10/2020,14.484622255553900,-0.23777530075315100
Airgraft,11/2020,18.702463335035800,0.29119441329336100
Airgraft,12/2020,26.692227089369600,0.4272038186203140
Airgraft,01/2021,19.51301867195820,-0.2689625108228800
Airgraft,02/2021,23.43075123832950,0.2007753199150740
Airgraft,03/2021,8.929588911650260,-0.6188944681789510
Airgraft,04/2021,6.775123076480500,-0.24127267856181700
Airgraft,05/2021,,-1
Airgraft,06/2021,0.007436594683182680,
Airgraft,07/2021,,-1
Airistech,12/2020,23.50200002252930,
Airistech,01/2021,12.281666678487700,-0.47742036138565400
Airistech,02/2021,9.490000007806500,-0.22730356911338600
Airistech,03/2021,41.725300059003500,3.3967650184067600
Airistech,04/2021,,-1
AiroPro,09/2018,36.094097802093600,
AiroPro,10/2018,37.51188392376040,0.03928027594540880
AiroPro,11/2018,36.6224864067952,-0.023709753388360800
AiroPro,12/2018,38.22591287237160,0.0437825670208706
AiroPro,01/2019,38.931912474449900,0.018469136484338000
AiroPro,02/2019,36.36622979769880,-0.06590178888424320
AiroPro,03/2019,44.62208274598870,0.22701976515619500
AiroPro,04/2019,33.85115464384850,-0.24138111534268200
AiroPro,05/2019,39.36326475221640,0.16283373983432400
AiroPro,06/2019,41.21151096433740,0.04695358029257260
AiroPro,07/2019,38.257693287790300,-0.07167457847161080
AiroPro,08/2019,39.79333230765410,0.04013935205951930
AiroPro,09/2019,36.10257482707080,-0.09274813810637590
AiroPro,10/2019,38.75816545149870,0.07355682072949150
AiroPro,11/2019,40.622285264476100,0.048096182862681200
AiroPro,12/2019,36.89203238451030,-0.09182774567406810
AiroPro,01/2020,35.12359750775450,-0.047935414843078600
AiroPro,02/2020,36.102914566134600,0.02788202598449290
AiroPro,03/2020,39.29394226131180,0.08838698297700480
AiroPro,04/2020,40.68083526535840,0.03529533877826410
AiroPro,05/2020,42.118398062621400,0.035337592944832800
AiroPro,06/2020,37.80497728579420,-0.10241179568164200
AiroPro,07/2020,34.45988633496210,-0.08848281869194710
AiroPro,08/2020,33.330257650233400,-0.03278097535634050
AiroPro,09/2020,25.38845135389960,-0.23827617475012800
AiroPro,10/2020,25.527158634044200,0.005463400591517070
AiroPro,11/2020,24.978826196307600,-0.021480355318720600
AiroPro,12/2020,25.909790394130500,0.03727013393289770
AiroPro,01/2021,24.35627634504320,-0.05995857262663350
AiroPro,02/2021,19.88244713522670,-0.1836828071104940
AiroPro,03/2021,24.182056737664700,0.21625152946188900
AiroPro,04/2021,40.15705216813690,0.6606135947729550
AiroPro,05/2021,43.000547276090800,0.0708093586164702
AiroPro,06/2021,44.82855410791970,0.042511245731174100
AiroPro,07/2021,39.84343851399280,-0.11120402371055300
AiroPro,08/2021,43.644746755932600,0.0954061291824716
AiroPro,09/2021,43.33504778425680,-0.00709590488421764
AJA (CA),09/2018,35.21622949604960,
AJA (CA),10/2018,37.34928572560310,0.060570261498119400
AJA (CA),11/2018,,-1
AJA (CA),12/2018,29.419423079925900,
AJA (CA),01/2019,31.946538459632900,0.0858995559784239
AJA (CA),02/2019,31.642857155042200,-0.009505922057078090
AJA (CA),03/2019,33.650000008783500,0.06343115110960980
AJA (CA),04/2019,23.750000000000000,-0.2942050521901740
AJA (CA),05/2019,21.875,-0.07894736842105250
AJA (CA),06/2019,23.75,0.08571428571428570
AJA (CA),07/2019,,-1
Albert Einstone's ,04/2019,27.47492537217790,
Albert Einstone's ,05/2019,28.802592598908300,0.04832286926154380
Albert Einstone's ,06/2019,27.75,-0.03654506431300330
Albert Einstone's ,07/2019,31.386607121166400,0.1310489052672590
Albert Einstone's ,08/2019,31.385777352459600,-0.000026437031044037000
Albert Einstone's ,09/2019,31.649714334722800,0.008409445440820190
Albert Einstone's ,10/2019,25.629500940337400,-0.19021383039090100
Albert Einstone's ,11/2019,24.560879933656200,-0.04169495961582710
Albert Einstone's ,12/2019,24.717152793850400,0.0063626735123617400
Albert Einstone's ,01/2020,26.09014355352380,0.05554809532977440
Albert Einstone's ,02/2020,27.58994863266850,0.057485505055493700
Albert Einstone's ,03/2020,26.376189498300600,-0.043992801528116200
Albert Einstone's ,04/2020,23.174163725408800,-0.1213983457731100
Albert Einstone's ,05/2020,25.091151173027900,0.08272088996753020
Albert Einstone's ,06/2020,15.864662258385900,-0.36771883645418900
Albert Einstone's ,07/2020,16.767638314156900,0.05691744589732110
Albert Einstone's ,08/2020,20.54075248816210,0.22502359028221900
Albert Einstone's ,09/2020,20.49476598241550,-0.002238793626142180
Albert Einstone's ,10/2020,22.927622698703500,0.11870624521282300
Albert Einstone's ,11/2020,24.836834200044400,0.083271236901889
Albert Einstone's ,12/2020,23.129964529934200,-0.06872331861469970
Albert Einstone's ,01/2021,22.567328202120800,-0.024324997432888300
Albert Einstone's ,02/2021,23.632904323875300,0.0472176463341511
Albert Einstone's ,03/2021,25.1880647268583,0.0658048787263079
Albert Einstone's ,04/2021,27.283727969208700,0.08320064542774490
Albert Einstone's ,05/2021,27.563069705023000,0.010238400563498300
Albert Einstone's ,06/2021,28.008325177130400,0.01615405964837940
Albert Einstone's ,07/2021,27.94240657941900,-0.002353535861016890
Albert Einstone's ,08/2021,27.303968119999100,-0.022848370544079500
Albert Einstone's ,09/2021,27.08332555774060,-0.008080970549366230
Alento Relief,11/2020,19.245266709289000,
Alento Relief,12/2020,22.017500013857300,0.1440475388803100
Alento Relief,01/2021,20.099200026218200,-0.08712614903743510
Alento Relief,02/2021,22.2145999443657,0.10524796585874400
Alento Relief,03/2021,,-1
Alento Relief,07/2021,18.1434679658954,
Alento Relief,08/2021,16.681666852618100,-0.08056900235528850
Alento Relief,09/2021,17.148150817110700,0.02796387007449820
Alien Labs,09/2018,8.520551675812300,
Alien Labs,10/2018,7.871042585567520,-0.07622852544731040
Alien Labs,11/2018,8.26873113214631,0.05052552343040270
Alien Labs,12/2018,7.7577901552360800,-0.061791944706467
Alien Labs,01/2019,6.502026663281210,-0.1618712889658800
Alien Labs,02/2019,7.161250357691230,0.10138741788508000
Alien Labs,03/2019,17.151098594285200,1.3949865927903000
Alien Labs,04/2019,16.412175420532300,-0.04308313952548230
Alien Labs,05/2019,15.985589206861400,-0.025992057892412000
Alien Labs,06/2019,17.050118664532800,0.06659306978903530
Alien Labs,07/2019,14.780279882830200,-0.13312744775344100
Alien Labs,08/2019,21.212224325691300,0.4351706797063280
Alien Labs,09/2019,18.364020818741000,-0.1342717983375590
Alien Labs,10/2019,17.4080259038351,-0.05205803915939060
Alien Labs,11/2019,18.301165864435800,0.0513062173467918
Alien Labs,12/2019,13.168078350020500,-0.2804787166259340
Alien Labs,01/2020,12.955879273476400,-0.01611465780379660
Alien Labs,02/2020,13.681932473398000,0.0560404419179807
Alien Labs,03/2020,12.314171528499500,-0.09996840340776690
Alien Labs,04/2020,12.595744997830100,0.02286580698335530
Alien Labs,05/2020,14.0471665811143,0.11523110252980000
Alien Labs,06/2020,12.757931857125500,-0.0917789873526622
Alien Labs,07/2020,12.273467580993100,-0.037973574522720700
Alien Labs,08/2020,14.25088927127780,0.16111353024201000
Alien Labs,09/2020,16.727488997776900,0.1737856269426350
Alien Labs,10/2020,19.00631693676100,0.136232517581509
Alien Labs,11/2020,20.280186763784100,0.06702349704372240
Alien Labs,12/2020,18.462729828564400,-0.08961736676238190
Alien Labs,01/2021,18.518208934645700,0.0030049243311500900
Alien Labs,02/2021,20.048810816913700,0.0826538834111729
Alien Labs,03/2021,20.82214248892510,0.038572445970659900
Alien Labs,04/2021,21.76601109077960,0.04533004239869110
Alien Labs,05/2021,21.59984093080170,-0.007634387361323770
Alien Labs,06/2021,22.346357302578800,0.034561197657364800
Alien Labs,07/2021,22.803814217624700,0.02047120740314740
Alien Labs,08/2021,23.400425715835700,0.02616279419387170
Alien Labs,09/2021,21.526091365674700,-0.08009830132674020
Alive and Kicking,07/2020,37.21750004714960,
Alive and Kicking,08/2020,,-1
Alive and Kicking,10/2020,42.651611198419300,
Alive and Kicking,11/2020,45.876194870929700,0.0756028572404764
Alive and Kicking,12/2020,,-1
Alive and Well,06/2021,37.72527396681320,
Alive and Well,07/2021,39.3045246766692,0.041861875178037200
Alive and Well,08/2021,40.609355142673300,0.033197970888542500
Alive and Well,09/2021,40.19991169818280,-0.010082490673686700
Alkhemist Los Angeles,06/2020,7.686528096138680,
Alkhemist Los Angeles,07/2020,,-1
All Stars,08/2020,6.993282345095270,
All Stars,09/2020,8.431942711009790,0.20572033201598500
All Stars,10/2020,9.779585688492080,0.15982591719019100
All Stars,11/2020,7.847131585004900,-0.1976008151103130
All Stars,12/2020,8.025572117003240,0.02273958707909630
All Stars,01/2021,8.481927220224070,0.05686262568795280
All Stars,02/2021,,-1
Allegiance Wellness Center,09/2018,100.66396229646400,
Allegiance Wellness Center,10/2018,128.43225000051700,0.2758513282268030
Allegiance Wellness Center,11/2018,82.57168831168830,-0.35707979645800700
Allegiance Wellness Center,12/2018,102.29940172803400,0.23891619294350300
Allegiance Wellness Center,01/2019,89.4152627585073,-0.12594539901396400
Allegiance Wellness Center,02/2019,101.03450644632200,0.12994698365083000
Allegiance Wellness Center,03/2019,94.24898223146220,-0.06716046283122710
Allegiance Wellness Center,04/2019,110.94514285795700,0.17714950582162200
Allegiance Wellness Center,05/2019,75.67894738061710,-0.317870567100814
Allegiance Wellness Center,06/2019,74.99199999126320,-0.009077126639974750
Allegiance Wellness Center,07/2019,86.00000001344420,0.14678899113856600
Allegiance Wellness Center,08/2019,55.918000010085900,-0.3497906976587860
Allegiance Wellness Center,09/2019,72.04255319148940,0.28836069205792500
Allegiance Wellness Center,10/2019,54.708750004902200,-0.24060506490537400
Allegiance Wellness Center,11/2019,,-1
Allegiance Wellness Center,03/2020,63.10000002141210,
Allegiance Wellness Center,04/2020,,-1
Almora Farm,02/2019,73.84093094993440,
Almora Farm,03/2019,69.12697514299300,-0.0638393333656304
Almora Farm,04/2019,60.94303120894370,-0.11839001948400500
Almora Farm,05/2019,64.01161883347110,0.05035173938110630
Almora Farm,06/2019,64.79379342267700,0.012219259619737600
Almora Farm,07/2019,59.51026485106530,-0.08154374504892730
Almora Farm,08/2019,57.93184434052830,-0.026523500012768200
Almora Farm,09/2019,54.31824639144710,-0.06237671163790550
Almora Farm,10/2019,50.05982348205300,-0.0783976507397816
Almora Farm,11/2019,50.04767770837750,-0.00024262517984799400
Almora Farm,12/2019,49.245311376346100,-0.016032039222814000
Almora Farm,01/2020,47.05345026404350,-0.044509031439597900
Almora Farm,02/2020,48.99621273360460,0.04128841686760860
Almora Farm,03/2020,48.14581405851160,-0.017356416499306400
Almora Farm,04/2020,46.4586041977927,-0.0350437497778806
Almora Farm,05/2020,48.646359902472100,0.04709043120118800
Almora Farm,06/2020,46.739144538798600,-0.039205715854118000
Almora Farm,07/2020,48.104660375934300,0.029215678862119800
Almora Farm,08/2020,48.79014405986490,0.014249839382994500
Almora Farm,09/2020,50.29832165804940,0.030911521727297900
Almora Farm,10/2020,52.94768753805140,0.05267304738344000
Almora Farm,11/2020,51.51052641261940,-0.02714303857744820
Almora Farm,12/2020,51.49163485655370,-0.0003667513687261500
Almora Farm,01/2021,6.986074806957700,-0.864326024481071
Almora Farm,02/2021,6.119618306846000,-0.12402622703793000
Almora Farm,03/2021,5.997667777543140,-0.019927799935893900
Almora Farm,04/2021,5.8022766909885400,-0.03257784422241530
Almora Farm,05/2021,5.70356033228101,-0.01701338353285410
Almora Farm,06/2021,6.328957910989160,0.10965038366799200
Almora Farm,07/2021,6.79489139023315,0.07361930444109490
Almora Farm,08/2021,6.276969159969220,-0.07622229709342860
Almora Farm,09/2021,6.647551698176950,0.05903845132314520
