Months,Brand,Total Sales ($)
10/2018,Emerald Family Farms,"229,552.481813"
10/2018,Emerald Sky,"3,838.07798"
10/2018,Endo Brands,"1,322.0175490000000"
10/2018,Equilibrium Genetics,"44,528.70731500000"
10/2018,Eureka Cultivation,"46,827.62268400000"
10/2018,Eyce LLC.,"13,711.652660000000"
10/2018,Fade Company,"115,949.85103000000"
10/2018,Farmaceuticals Company,"113,106.07089200000"
10/2018,Farmacy Phactory,"3,672.59354"
10/2018,Farmer Max,"43,595.58633100000"
10/2018,Fiddler's Greens,"182,376.50954600000"
10/2018,Field Extracts,"126,879.64037500000"
10/2018,Fields Family Farmz,"37,776.38812900000"
10/2018,Fig Farms,"265,508.2519"
10/2018,Final Frontier,"27,286.003572000000"
10/2018,Fiori,"43,105.889384000000"
10/2018,Fire King,"20,882.976522"
10/2018,First Class Concentrates,"10,174.971209"
10/2018,Flav,"792,172.1995350010"
10/2018,Flavor,"547,925.7099890000"
10/2018,Flavorz,"93,128.204177"
10/2018,Fleur D'Elite,"67,368.42942000000"
10/2018,FLI,"64,619.84200700000"
10/2018,FloraCal Farms,"310,306.055525"
10/2018,Floracy,"31,414.465138"
10/2018,Flow Kana,"3,620,494.573771000"
10/2018,Flower,"37,452,143.51033590"
10/2018,Flurish Group,"73,985.01516100000"
10/2018,Focus Concentrates,"16,768.527906"
10/2018,Foria,"116,832.39403600000"
10/2018,Formula 420,810.351234
10/2018,Foxworthy Farms,"241,380.4430410000"
10/2018,Fresh Daily Bud,"38,374.368272"
10/2018,Fresh Off the Bud,"27,113.20483200000"
10/2018,Friendly Farms,"1,480.65036"
10/2018,Frost Los Angeles,"274,712.71474100000"
10/2018,Fruit Slabs,"32,952.70983000000"
10/2018,Fun Uncle,"330,673.9505470000"
10/2018,Ganja Gold,"591,603.3694420010"
10/2018,Garden Society,"9,847.971509"
10/2018,Gardener's,"21,963.791980000000"
10/2018,Gas House (CA),"161,458.987161"
10/2018,Get Zen,"181,052.47399900000"
10/2018,Glass House Farms,"65,290.74240500000"
10/2018,Gold Coast Gardens,"323,561.038464"
10/2018,Gold Drop,"956,637.5288279990"
10/2018,Gold Flora,"205,970.80350200000"
10/2018,Gold Leaf (CA),"213,051.749793"
10/2018,Gold Seal Farms,"440,654.3439200000"
10/2018,Good Flower,"1,045,526.4417280000"
10/2018,Good Stuff Beverage Co,"4,714.344276000000"
10/2018,Grandiflora Genetics,"53,353.08461400000"
10/2018,Grav Labs,"31,137.304733000000"
10/2018,Green Dawg Collective,"44,757.339716"
10/2018,Green Dragon Farms (CA),"274,912.048851"
10/2018,Greenline Organic Nurseries,"70,044.141584"
10/2018,Grenco Science,"20,156.853109000000"
10/2018,Grizzly Peak Farms (CA),"285,634.736549"
10/2018,Guild Extracts,"731,268.79791"
10/2018,Gummi Cares,"234,640.35633500000"
10/2018,Habit,"22,446.38067000000"
10/2018,Hands In The Earth,"83,230.448273"
10/2018,Happy Jack,"30,391.615591"
10/2018,Happy Sticks,"72,172.28113400000"
10/2018,Hash Bone,"18,175.017937"
10/2018,Headlight Cannabis Co,"76,836.260099"
10/2018,Heady Flower Company,"73,234.22923900000"
10/2018,Heavenly Sweet Medibles,"214,110.7513950000"
10/2018,Heavy Hitters,"5,514,427.918947000"
10/2018,Henry's Original,"649,777.7882980010"
10/2018,Hepburns,"51,360.82866"
10/2018,Herbology,"13,392.105084000000"
10/2018,HIFI Edibles,"90,870.64959500000"
10/2018,High Garden,"176,539.969475"
10/2018,High Hemp Herbal Wraps,"12,459.383519000000"
10/2018,Himalaya,"1,122,223.2381970000"
10/2018,Honey Pot,"4,003.846961"
10/2018,Honey Vape,"361,179.2050800000"
10/2018,Honeydew Farms,"56,252.423813"
10/2018,Hotbox,"24,997.586501"
10/2018,House Weed,"115,631.378982"
10/2018,Humble Flower Company,"89,188.80341700000"
10/2018,Humboldt Apothecary,"424,202.23823800000"
10/2018,Humboldt Brothers,"31,873.581174000000"
10/2018,Humboldt Cannabis,"18,501.126164"
10/2018,Humboldt County Indoor,"462,473.11803400000"
10/2018,Humboldt Farms,"304,780.01814100000"
10/2018,Humboldt Harvest,"2,878.848818"
10/2018,Humboldt Seed Company,"71,145.360066"
10/2018,Humboldt Sun Growers Guild,"98,242.65351900000"
10/2018,Humboldt's Finest,"143,191.889814"
10/2018,I-Tal,"1,191.0943790000000"
10/2018,IC Collective,"432,589.13559700000"
10/2018,Ignite Cannabis Company,"781,800.8618910000"
10/2018,Illuminatus Brand,"2,140.573322"
10/2018,Infused Pre Roll,"565,438.348738"
10/2018,Infusio,"39,503.65579800000"
10/2018,Infyniti Grown,"137,900.27812900000"
10/2018,Island Cannabis Company,"270,018.246824"
10/2018,Jade Nectar,"399,811.3834760000"
10/2018,Jahlibyrd,"77,428.06760100000"
10/2018,Jetty Extracts,"3,137,388.6515080000"
10/2018,Joiant,"77,409.03687500000"
10/2018,Juicy Jay's,797.054406
10/2018,Juna,"89,847.02393200000"
10/2018,Kaizen Medicinals,"441,948.8853650000"
10/2018,Kanaplya,"6,021.136983"
10/2018,Kanehco,"359,785.5568790000"
10/2018,Kikoko,"371,593.383192"
10/2018,Kin Slips,"177,935.26379600000"
10/2018,Kind Bros,"9,122.547903000000"
10/2018,Kind County Farms,"71,222.56599600000"
10/2018,Kind Medicine,"448,893.8366050000"
10/2018,KINDRD,"43,832.301023000000"
10/2018,King Palm,"5,304.270178000000"
10/2018,Kingpen,"2,632,638.113066000"
10/2018,Kings Garden,"1,014,989.7614250000"
10/2018,Kiskanu,"91,448.79660700000"
10/2018,Kiva Confections,"3,283,060.114275000"
10/2018,Knbis,"151,182.94622700000"
10/2018,Korova,"2,917,035.3755340000"
10/2018,Kuda Cannabis,"119,341.68449200000"
10/2018,Kurvana,"4,945,707.559334000"
10/2018,Kush Queen Cannabis,"59,222.056570000000"
10/2018,Kushly,"9,189.049682"
10/2018,Kushy Punch,"2,789,304.456433"
10/2018,La Vida Verde,"53,706.614384"
10/2018,Lazy 8 Bakery,"42,941.414614"
10/2018,LEAF California,"184,240.61818600000"
10/2018,Leef Organics,"179,625.06926200000"
10/2018,Legacy Strains,"291,260.7253540000"
10/2018,Legion Of Bloom,"1,087,405.2357030000"
10/2018,Lenitiv Labs,"8,353.074485000000"
10/2018,Level,"1,599,953.436093"
10/2018,Lift Ticket Laboratories,"16,980.214397000000"
10/2018,Liquid Flower,"12,849.722536000000"
10/2018,LitHouse,"28,152.016486000000"
10/2018,Litlz,"278,745.040154"
10/2018,Locals Only Concentrates,"4,834.2363270000000"
10/2018,Lokey Farms,"50,765.051404"
10/2018,Lola Lola,"229,255.97461500000"
10/2018,Los Angeles Kush,"269,252.2988680000"
10/2018,Loudpack,"1,633,248.9715320000"
10/2018,Lowell Herb Company,"1,721,576.8859990000"
10/2018,Loyal Oil Co.,"86,074.49150100000"
10/2018,Lucky420,"33,035.266314"
10/2018,Lulu's Botanicals,"13,295.613029"
10/2018,Lumpy's,"346,852.8457350000"
10/2018,Luv Buds,"36,813.327937000000"
10/2018,Made From Dirt,"26,629.467614"
10/2018,Madrone Grown,"1,188,106.7775750000"
10/2018,Manolos Collection,"9,660.982304"
10/2018,Manzanita & Madrone,"31,725.625539000000"
10/2018,Marley Natural,"889,487.6460429990"
10/2018,Mary's Medicinals,"912,090.9582790000"
10/2018,Marygold,"60,036.949099000000"
10/2018,Maven,"327,207.582322"
10/2018,Medicone,"150,590.13946700000"
10/2018,Medix Oils,"26,600.537508000000"
10/2018,Mellow's,"52,247.16442900000"
10/2018,Mirth Provisions,"160,329.646477"
10/2018,Monterey Kush Co,"166,037.71150900000"
10/2018,Mood33,"45,480.53831000000"
10/2018,Moon Bar,"361,687.348174"
10/2018,Moon Lion Cannascience ,"211,458.39575700000"
10/2018,MoonRockets LA,"10,051.276870000000"
10/2018,Moxie Seeds & Extracts,"466,021.4609290000"
10/2018,Mozen,"137,244.762445"
10/2018,Mr. Natural,"70,174.37704500000"
10/2018,My Best Bud,"16,236.475072000000"
10/2018,Nano Bioderm,"17,506.164692000000"
10/2018,Nasha Extracts,"615,978.497305"
10/2018,Nativ,"147,855.10444500000"
10/2018,Native Humboldt Farms,"3,420.476525"
10/2018,Nature's Lab Extracts,"2,037.200701"
10/2018,Nectar Collector,"1,456.321242"
10/2018,Neutron Genetics,"114,378.75363500000"
10/2018,New Leaf Family Farms,"135,812.622927"
10/2018,Newport,"1,800.3184180000000"
10/2018,Next Level Cannabis,"47,846.952716"
10/2018,North Country Pharms,"29,072.911005"
10/2018,Northern Emeralds,"950,194.004798"
10/2018,Nu Bloom Botanicals,"17,731.403549000000"
10/2018,NUG (CA),"2,425,017.1724510000"
10/2018,O.pen,"174,925.44367000000"
10/2018,OCB Papers,"6,329.3737"
10/2018,Ocean Cannabis Company,"110,338.46528200000"
10/2018,Old Pal,"106,181.89735000000"
10/2018,Om Edibles,"259,141.64291900000"
10/2018,Omega Trees,"299,025.544984"
10/2018,Orange Chronic,840.6575320000000
10/2018,Outco,"200,091.5906440000"
10/2018,Pacific Cultivation,"9,098.781711"
10/2018,Paleo Paw,"32,268.306824"
10/2018,Papa & Barkley,"3,363,075.9676690000"
10/2018,Paper Planes Extracts,"77,553.515069"
10/2018,Passiflora,"81,319.34806300000"
10/2018,Pax Vaporizers,"519,593.3456490000"
10/2018,Peak Industries,"49,883.12224600000"
10/2018,Pearl Pharma,"231,395.24181900000"
10/2018,Pearl2O,"3,479.702539"
10/2018,Pina,"84,915.00369500000"
10/2018,Pineapple Kush Farms,"25,847.85848300000"
10/2018,Pistil Point,"46,371.433038"
10/2018,Platinum Vape,"636,194.825549"
10/2018,Plug and Play,"68,463.64681500000"
10/2018,Plugd Industries,"1,541.7344110000000"
10/2018,Plus Products,"2,556,387.4334730000"
10/2018,Pop-Up Potcorn,"7,872.664235"
10/2018,Pot Deli,"12,009.003156"
10/2018,Potters Cannabis Co,"329,253.02124800000"
10/2018,Prana (CA),"435,912.1853340000"
10/2018,Pre Rolled,"6,006,827.282220020"
10/2018,Primacan,"32,318.901427000000"
10/2018,Private Label,"1,518,597.6791310000"
10/2018,Proanti,"1,632.518636"
10/2018,ProCana (CA),"219,261.44089300000"
10/2018,Proof,"152,932.761234"
10/2018,Puff Co.,"21,078.724328"
10/2018,Puff Preroll,"243,515.993687"
10/2018,Punch Edibles,"68,276.92276400000"
10/2018,Pure Plant Herbals,"75,111.12818500000"
10/2018,Pure Ratios ,"1,421.598517"
10/2018,Pure Vape,"890,690.7847669990"
10/2018,PUREXTRACTS,"3,789,146.3102370000"
10/2018,Purple City Genetics ,"33,703.3762"
10/2018,Purple Frost,"41,927.544910000000"
10/2018,Quantum Genetics,"10,882.372869"
10/2018,Quim Rock,"31,931.281765"
10/2018,Rad Extracts,"67,668.46609"
10/2018,Raw,"90,024.448971"
10/2018,Raw Garden,"5,493,170.117579000"
10/2018,Real Wellness,"18,197.773571000000"
10/2018,Rebel Grown,"144,489.45106700000"
10/2018,Red Beard Farms,"283,391.688073"
10/2018,Red Phi,"312,632.2212110000"
10/2018,Rimrock Farms,"19,321.301121"
10/2018,Riverview Farms,"183,159.63591300000"
10/2018,Roots,"508,724.50659800000"
10/2018,Rose Farms,"89,085.81573900000"
10/2018,ROVE Brands,"673,896.6983430000"
10/2018,Royal Blunts,569.9632040000000
10/2018,Royal Reserve,"1,643.696001"
10/2018,Santa Cruz Shredder,"5,563.720824"
10/2018,Santa Cruz Veterans Alliance,"214,881.4270850000"
10/2018,Satori Chocolates (CA),"402,062.40044700000"
10/2018,Seasonal Harvest by Royal Garden Society,"51,774.648669"
10/2018,Seeds-Clones,"308,446.80970300000"
10/2018,Select Oil,"17,999,921.776499000"
10/2018,Sense (CA),"161,547.29015900000"
10/2018,Sensi Chew (CA),"605,611.6696020000"
10/2018,Seven Leaves,"1,799.4895290000000"
10/2018,SF Roots,"28,934.339741000000"
10/2018,Shake,"295,779.313921"
10/2018,SharpStone Grinders,"2,605.8883130000000"
10/2018,Sherbinski,"15,170.054899000000"
10/2018,Shine Papers,859.137209
10/2018,Shorty's,"46,476.394127"
10/2018,Skunk Brothers,"81,174.69886600000"
10/2018,Skunk Feather Concentrates,"706,387.8336040010"
10/2018,Smoke Stacks,"1,633,317.221890000"
10/2018,Smokebuddy,822.893211
10/2018,Smokiez,"211,964.5076"
10/2018,Smooth,"47,910.128375"
10/2018,Sol Selects,"193,451.64019800000"
10/2018,SolDaze Snacks,"35,688.70198900000"
10/2018,Soma Rosa Farms,"105,224.880886"
10/2018,Somatik,"51,122.66211700000"
10/2018,Sonoma Pacific,"93,192.50135600000"
10/2018,Soul Sugar Kitchen (CA),"31,041.134992000000"
10/2018,Source Cannabis,"391,330.26526700000"
10/2018,Space Gem Candy,"194,030.22237300000"
10/2018,Spirulinex,"4,203.198823000000"
10/2018,Spliffin,"345,968.6173670000"
10/2018,Sprig,"23,167.073737"
10/2018,Stash Logix,"6,892.026778000000"
10/2018,Stay Lit,934.8419920000000
10/2018,Stick E Vape,"347,365.62572200000"
10/2018,Stiiizy,"455,879.1635120010"
10/2018,Stokes Confections,"20,027.68316"
10/2018,Stone Age Gardens,"97,894.46203"
10/2018,Str8 Organics,"161,272.722725"
10/2018,Sublime Canna,"1,995,151.8784800000"
10/2018,Sunderstorm,"1,440,262.9391950000"
10/2018,Swami Select,"39,249.04842400000"
10/2018,Sweet ReLeaf(CA),"133,459.17267000000"
10/2018,Synergy Cannabis Company,"60,444.790479"
10/2018,Talking Trees Farms,"187,667.64940600000"
10/2018,Team Elite Genetics,"156,107.537527"
10/2018,Temple Extracts,"120,310.98233100000"
10/2018,Terp Boys,"89,511.92036300000"
10/2018,Terp Preservation Society,"80,108.92699100000"
10/2018,TerpX,"55,985.96109500000"
10/2018,Tetra Labs,"42,603.24636000000"
10/2018,TGA Genetics Subcool Seeds,"2,588.525218"
10/2018,THC Design,"795,787.061833"
10/2018,The Bloom Brand,"537,785.9370740010"
10/2018,The Cannon Company,"67,003.77138600000"
10/2018,The Lemon Tree,"69,871.27048000000"
10/2018,The Original Jack Herer,"565,467.5598290000"
10/2018,The Plug LA,"29,038.857142"
10/2018,The Secret Life of Plants,"8,559.947476"
10/2018,The Tinley Beverage Company,"2,074.652446"
10/2018,The Truth,"17,881.494096"
10/2018,The Weed Brand,"706,450.6041010000"
10/2018,Therapy Tonics & Provisions,"111,758.739793"
10/2018,Three Kings Empire,"52,395.918898"
10/2018,Toast,"13,484.486055"
10/2018,Tokin,"14,041.291882000000"
10/2018,Topical,"233,557.94111000000"
10/2018,Tradecraft Farms,"2,520.949495"
10/2018,Treat Well,"131,712.50116500000"
10/2018,Treatibles,"1,513.166592"
10/2018,Triple 7,"224,831.62255900000"
10/2018,Triple J,"357,343.28986900000"
10/2018,Trokie,"15,355.853859000000"
10/2018,True Humboldt,"126,745.11358800000"
10/2018,Truly Happy Capsules,"2,956.13296"
10/2018,Tundra Labs,"7,468.400418000000"
10/2018,Tutti,"20,070.824856"
10/2018,Twenty Two K,"19,498.434913000000"
10/2018,Up North Humboldt,"1,316,612.828244"
10/2018,Utopia Farms,"664,515.9506550000"
10/2018,UV Organics,"3,836.214044"
10/2018,Val's Organics,"116,133.63211900000"
10/2018,Valhalla,"623,113.0939150000"
10/2018,Vapexhale,"3,294.87673"
10/2018,Velvet Swing,"9,174.051568000000"
10/2018,Vet CBD,"329,857.74105400000"
10/2018,Viola Extracts,"660,218.5751810000"
10/2018,Vive,"666,280.7862270000"
10/2018,W Vape,"2,528.4572650000000"
10/2018,W!NK,"8,036.199049000000"
10/2018,Wally Ranchers,"153,455.828062"
10/2018,West Coast Sunrise,"358,220.53728"
10/2018,West Coast Trading Company,"400,028.95731300000"
10/2018,White Label,"38,604.791235"
10/2018,Whoopi & Maya,"38,073.048430000000"
10/2018,WildRoots,"3,857.181283"
10/2018,Willie's Reserve,"222,525.70883800000"
10/2018,Wonder Extracts,"122,215.35761800000"
10/2018,Wonder4Dogs,"5,080.663000000000"
10/2018,Xotic Flavorz,"5,363.437877"
10/2018,Yocan,"2,140.846226"
10/2018,Yummi Karma,"253,529.52527000000"
10/2018,Zen Brands,"56,135.23516200000"
10/2018,Zendo Edibles,"4,981.958778"
10/2018,Zig Zag,"6,602.016112000000"
10/2018,Zlixir,"55,508.408626"
10/2018,Zoma,"179,996.22433900000"
11/2018,1964 Supply Co.,"5,402.873064000000"
11/2018,3 Bros Grow,"109,432.45283100000"
11/2018,3 Leaf,"44,414.218569000000"
11/2018,350 Fire,"452,759.4750300000"
11/2018,3C Farms,"808,998.8143520000"
11/2018,710 Labs,"1,829,325.9293400000"
11/2018,Absolute Xtracts,"6,276,877.1179250000"
11/2018,Aces Extracts,"241,219.2300280000"
11/2018,AeroSpaced Grinders,"1,301.93325"
11/2018,Afterglow,"250,961.252368"
11/2018,AiroPro,"266,087.46553000000"
11/2018,Alien Labs,"385,587.1126970000"
11/2018,Allegiance Wellness Center,"19,029.235959"
11/2018,Alpine Vapor,"240,957.26135"
11/2018,Altai Brands,"128,510.81370300000"
11/2018,Alto,"1,626.36903"
11/2018,Americanna (CA),"113,450.05042300000"
11/2018,Amplified,"540,047.5303030000"
11/2018,Apex Solutions,"293,227.7961010000"
11/2018,ApotheCanna,"236,737.70572000000"
11/2018,Arcturus Cannabis,"104,262.67432600000"
11/2018,Artisan Canna Cigars,"13,840.597982"
11/2018,Aster Farms,"59,367.97115"
11/2018,Atlas Edibles,"256,652.84190000000"
11/2018,Atrium,"9,167.525094"
11/2018,Aunt Zelda's,"6,855.351975"
11/2018,Autumn Brands,"549,159.0213520000"
11/2018,Awakened Topicals,"4,375.633041"
11/2018,Bae Vapes,"6,963.098175"
11/2018,Bake Your Own Brownies,548.368299
11/2018,Bakked,"199,384.27499"
11/2018,Banana Bros.,"1,604.2212"
11/2018,Bear Labs,"28,634.115265"
11/2018,Beboe,"177,756.30639600000"
11/2018,Bee Line Hemp Wick,583.4217230000000
11/2018,Beezle Extract & Creamery ,"747,695.5028270000"
11/2018,Bhang,"131,566.12352600000"
11/2018,Bic,"25,667.596003"
11/2018,Big Pete's Treats,"823,867.9214640000"
11/2018,Bio Hazard Inc.,"5,479.648466000000"
11/2018,Bird Valley Organics,"100,804.91594400000"
11/2018,Biscotti,"43,802.541471000000"
11/2018,Blank Bar,"36,752.49220000000"
11/2018,Blessed Extracts,"28,533.616852000000"
11/2018,Bloom Farms,"3,499,016.9734450000"
11/2018,Blue River Extracts,"127,587.447197"
11/2018,Bob Marley Papers,131.240858
11/2018,Bon Vivant,"23,628.643119"
11/2018,Boveda,80.80965000000000
11/2018,Brass Knuckles,"494,843.63197800000"
11/2018,Breez,"952,371.4167760000"
11/2018,Brite Labs,"724,597.7013189990"
11/2018,Bubonic,"94,405.14036400000"
11/2018,Buena Vista,"224,276.57335700000"
11/2018,Butter Brand,"103,844.40361500000"
11/2018,Cali Buds,"178,819.63380600000"
11/2018,Cali Cans,"238,392.714805"
11/2018,Cali Gold,"28,091.40950100000"
11/2018,Cali Green Gold,"2,354.990738"
11/2018,Cali Kush Farms,"61,752.69115300000"
11/2018,Calibueno,"12,834.574147"
11/2018,California Bud Company,"398,168.9663500000"
11/2018,California Dab Company,"185,467.33746500000"
11/2018,California Dreamin',"62,585.85877600000"
11/2018,California Platinum Farms,458.220645
11/2018,CaliHash,"33,003.025953000000"
11/2018,Caliva,"1,926,448.2497600000"
11/2018,Canna Bay Farms,"49,058.876684"
11/2018,Canna Hemp,"61,035.18741900000"
11/2018,CannaDips,"50,083.27232300000"
11/2018,CannaKids,"15,418.612909000000"
11/2018,Cannariginals,"8,482.319595"
11/2018,Cannawrap,"2,376.830877"
11/2018,Canndescent,"2,129,996.5737780000"
11/2018,Care By Design ,"3,926,841.191751010"
11/2018,Carter's Aromatherapy Designs,"32,787.797181000000"
11/2018,Caviar Gold,"176,979.76352800000"
11/2018,CBD Alive,"282,847.8962350000"
11/2018,CBD Living Water,"8,838.121491000000"
11/2018,CCELL,"69,224.835001"
11/2018,Cheeba Chews,"716,811.2592249990"
11/2018,Cheech's Private Stash,"15,529.159187"
11/2018,Chemistry,"415,882.9164490000"
11/2018,Chill,"621,948.1110460000"
11/2018,Chong's Choice,"474,816.59031500000"
11/2018,Clarified Confections,"86,079.77908900000"
11/2018,Classix Strains,"39,235.450065"
11/2018,Clipper Lighters,"29,065.62368500000"
11/2018,Clout King,"150,316.05932300000"
11/2018,Coachella Premium Cannabis,"4,968.2970000000000"
11/2018,Coast,"218,234.49647400000"
11/2018,Coastal Sun Cannabis,"704,363.3317850000"
11/2018,Cocoa Meds,"50,115.83581300000"
11/2018,Concentrate,"1,552,069.4361000000"
11/2018,Connected Cannabis Co.,"353,344.489102"
11/2018,Cookies,"433,769.6211720000"
11/2018,Cosmic View,"60,440.218314"
11/2018,Cosmo D's Outrageous Edibles,"17,733.647763000000"
11/2018,CouchLock (CA),"68,406.852005"
11/2018,CQ,"429,357.0489240000"
11/2018,Craft Canna,"22,544.203249"
11/2018,Crafthouse,"48,004.905015"
11/2018,Cream of the Crop Gardens,"173,156.036273"
11/2018,Creme De Canna,"114,698.58321800000"
11/2018,Creme Genetics,"144,470.67744"
11/2018,Crockett Family Farms,"3,908.7927"
11/2018,CRU Cannabis,"610,069.4426230000"
11/2018,Curiously Cannabis,"180,246.30790600000"
11/2018,Cyclone,538.1321720000000
11/2018,Cypher,"74,404.284789"
11/2018,Cypress Cannabis,"228,804.13205400000"
11/2018,Cypress Hill,"20,302.781693000000"
11/2018,D. Cosmo,"102,239.08203800000"
11/2018,Dab Face Concentrates,"60,293.276012000000"
11/2018,Dabblicious (CA),"125,264.60132300000"
