Months,Brand,Total Sales ($)
02/2021,Dr. Raw Organics,"195,173.32625900000"
02/2021,Dreamt,"68,375.204349"
02/2021,Drew Martin,"32,413.735633000000"
02/2021,Dripp,"10,932.270379"
02/2021,Drivn,"238,531.82349600000"
02/2021,Dubz Garden,"58,569.83094200000"
02/2021,Dynamic Processors,"5,342.289686"
02/2021,Edi Pure,"1,075.066488"
02/2021,Edibles,"243,264.82295900000"
02/2021,Eel River Organics,"61,123.431716000000"
02/2021,Eighth Brother,"2,135,411.211484"
02/2021,Elefante,"21,097.944256000000"
02/2021,Elements,"7,338.199156000000"
02/2021,Elevation 2477,"73,217.52595100000"
02/2021,Elyon Cannabis,"1,579,019.1057810000"
02/2021,Ember Valley,"908,162.0966700000"
02/2021,Emerald Bay Extracts,"223,876.20690700000"
02/2021,Emerald Cup Supply Co,"27,659.837096000000"
02/2021,Emerald Family Farms,"22,067.281131"
02/2021,Emerald Queen Farms,"1,290.0123690000000"
02/2021,Emerald Sky,"699,258.4974360000"
02/2021,Empire Cannabis Company,"7,447.6423240000000"
02/2021,Empress,"1,235.585476"
02/2021,Enjoyable Edibles,"1,581.243731"
02/2021,Equilibrium Genetics,"53,170.448446"
02/2021,Esensia,"325,337.07072000000"
02/2021,Etheridge Farms,"81,606.41847200000"
02/2021,Eureka Vapor,"16,579.002487"
02/2021,Excellence,"24,844.679967000000"
02/2021,Exir,"9,400.676238"
02/2021,Exotic Genetix,"167,317.222561"
02/2021,Exxus Vape,"3,175.9316400000000"
02/2021,Eyce LLC.,"2,329.832137"
02/2021,FA Nino's,"1,629.550403"
02/2021,Family First Farms,"11,972.939458000000"
02/2021,Far Out Weed,"96,854.063367"
02/2021,Farm 2 Lab,"48,299.747818"
02/2021,Farmaceuticals Company,"21,449.057874000000"
02/2021,Farmacy Phactory,"2,068.0229010000000"
02/2021,Farmer and the Felon,"993,750.7930530000"
02/2021,Feeling Frosty,"179,188.41840800000"
02/2021,Fiddler's Greens,"37,100.280228"
02/2021,Field Extracts,"286,008.432844"
02/2021,Fig Farms,"1,821,369.4764110000"
02/2021,Fiori,"15,714.083412000000"
02/2021,Fire AF,"217,567.15652300000"
02/2021,Fire Cut LLC,"213,409.84036900000"
02/2021,Five Star Extracts,"28,990.995705"
02/2021,Flav,"739,914.8988070000"
02/2021,Flavor,"389,638.8498450000"
02/2021,Flavorburst Farms,"5,842.954451"
02/2021,Fleur D'Elite,"6,169.855375"
02/2021,FloraCal Farms,"1,598,220.4891780000"
02/2021,Flow Kana,"1,011,589.6280440000"
02/2021,Flower,"26,768,897.397879"
02/2021,Flower by Edie Parker,"5,224.648324"
02/2021,Flying Tiger Farm,961.206222
02/2021,Fog City Farms,"140,254.97758200000"
02/2021,Forbidden Flowers,"96,693.14593600000"
02/2021,Foria,"80,174.408575"
02/2021,Formula 420,"2,062.630627"
02/2021,Fortune Rolls,"3,864.20449"
02/2021,Foxworthy Farms,"30,921.631846000000"
02/2021,Free Cannabis Co,"311,291.97361000000"
02/2021,Frenchy Cannoli,"12,739.211269"
02/2021,Fresh Baked (CA),"519,944.010964"
02/2021,Friendly Farms,"986,371.4177660000"
02/2021,Froot,"266,793.0829000000"
02/2021,Frost Los Angeles,"156,032.412786"
02/2021,Fruit Slabs,"20,887.169704"
02/2021,Fuego Farms,"74,711.78776300000"
02/2021,Fully Melted,"5,820.636901"
02/2021,Fun Uncle,"1,019,444.196555"
02/2021,Ganja Gold,"822,969.5692490000"
02/2021,Garcia Hand Picked,"302,564.994917"
02/2021,Garden Society,"189,632.82511800000"
02/2021,Garrison Lane,"14,322.053728"
02/2021,Genuine No. 9's,"3,285.5680300000000"
02/2021,Get Zen,"85,607.196997"
02/2021,Gift of Doja,"9,552.490068"
02/2021,Glass House Farms,"2,602,187.9223720000"
02/2021,Glowing Buddha,"60,056.93212000000"
02/2021,Gold Drop,"135,850.516795"
02/2021,Gold Flora,"25,030.461354"
02/2021,Gold Seal Farms,"77,653.864951"
02/2021,Golden State Banana,"33,537.34492"
02/2021,Goldenseed,"3,750.798188"
02/2021,Good Flower,"1,162,968.6225350000"
02/2021,Good News Cannabis,"211,860.87082200000"
02/2021,Good Stuff Beverage Co,"36,378.650439"
02/2021,Grandiflora Genetics,"161,355.347733"
02/2021,Grav Labs,"11,039.813373"
02/2021,Green Bee,"6,139.4882640000000"
02/2021,Green Dawg Collective,"107,402.419269"
02/2021,Green Dragon Farms (CA),"486,596.9780500000"
02/2021,Green Eyes Farms,"55,322.892656000000"
02/2021,Green Habitat,"24,380.815057"
02/2021,Green Peakz (CA),"134,510.113663"
02/2021,Green Revolution,"36,628.82060500000"
02/2021,Greenline Organic Nurseries,"26,568.739133"
02/2021,Greenshock Farms,"126,815.81423900000"
02/2021,Grenco Science,"2,515.798555"
02/2021,Grizzly Peak Farms (CA),"1,031,624.5579480000"
02/2021,Guild Extracts,"87,373.338428"
02/2021,Habit,"208,386.49664500000"
02/2021,Half Lit,"7,402.328510000000"
02/2021,Hammerhead Prerolls,"1,419.6710010000000"
02/2021,Happy Day Farms,"8,952.36749"
02/2021,Happy Sticks,"67,829.12042700000"
02/2021,Harry Smallz,"36,701.577624000000"
02/2021,Hash Bone,"53,244.79695100000"
02/2021,Have Hash,"6,809.17739"
02/2021,Headlight Cannabis Co,"24,125.651917"
02/2021,HeadStash Cannabis,"205,755.30279400000"
02/2021,HeadStash Cultivators,"20,865.555071000000"
02/2021,Heavenly Sweet Medibles,"232,870.62443400000"
02/2021,Heavy Hitters,"4,648,105.729999000"
02/2021,Hedisyn Extracts,"4,865.089335000000"
02/2021,Hella Dank,"167,157.6060300000"
02/2021,Hello Again,"3,508.405112"
02/2021,Henry's Original,"1,197,230.05486"
02/2021,Her Highness,"10,138.517035000000"
02/2021,Herb & Zen,"261,858.394349"
02/2021,HerbaBuena,"4,301.359649"
02/2021,Herbology,"65,368.815293"
02/2021,Heshies,"147,459.19016800000"
02/2021,Hi,"90,255.15517000000"
02/2021,Hi-Cubes,"35,228.63672"
02/2021,High Caliber Organics,"290,199.067475"
02/2021,High Desert Pure,"10,229.154608"
02/2021,High Garden,"940,225.6947360000"
02/2021,High Grade Farms,"6,298.599707000000"
02/2021,High Hemp Herbal Wraps,"10,189.020386"
02/2021,High Life Farms,"10,444.665148000000"
02/2021,High Purpose,"9,858.641317"
02/2021,High Supply,"475,292.5293210000"
02/2021,High Totem,"213,005.726428"
02/2021,Higher Edibles,"18,811.621464000000"
02/2021,Higher Vibrations,"15,746.692059000000"
02/2021,Highest Health Collective,"6,398.573224000000"
02/2021,Highland Oil Company,"163,406.90132500000"
02/2021,Highnstein,"5,415.596964"
02/2021,Highrize,"18,576.626502"
02/2021,Himalaya,"1,393,368.0974270000"
02/2021,Hollister Cannabis Co,"5,520.017690000000"
02/2021,Hollow Tips,"9,869.762667"
02/2021,Honey Pot,321.655166
02/2021,HoneyButter,"140,763.94767800000"
02/2021,Honeydew Farms,"527,783.741429"
02/2021,HoneyLeaf,"1,239,789.414971"
02/2021,Hotbox,"149,096.632006"
02/2021,House Weed,"105,924.42029300000"
02/2021,Humble Cannabis Company,"40,019.296878000000"
02/2021,Humble Flower Company,"15,267.934295"
02/2021,Humboldt Apothecary,"117,167.1572"
02/2021,Humboldt Cure,"22,137.4506"
02/2021,Humboldt Farms,"1,983,315.5938760000"
02/2021,Humboldt Growers Network,"30,464.483423"
02/2021,Humboldt Kingz,"18,380.240172"
02/2021,Humboldt Marijuana Company,"38,760.908802"
02/2021,Humboldt Seed Company,"247,610.38023200000"
02/2021,Humboldt Standard,"14,539.263866000000"
02/2021,Humboldt Terp Council,"73,169.905049"
02/2021,Humboldt Trees,"405,702.66657800000"
02/2021,Humboldt's Finest,"347,042.6685230000"
02/2021,Hush,"228,070.62245700000"
02/2021,HVGC,"182,188.16938400000"
02/2021,I-Tal,168.820924
02/2021,IC Collective,"351,566.696995"
02/2021,Ikon,"10,520.468137"
02/2021,Infused Pre Roll,"445,082.5895250000"
02/2021,Inhalence,"224,916.948445"
02/2021,Insane,"67,250.145173"
02/2021,Irie Chocolate,"4,510.839135"
02/2021,Iron Tree,"3,526.031189"
02/2021,Island Cannabis Company,"235,441.95579400000"
02/2021,Jade Nectar,"293,686.9747990000"
02/2021,Jahlibyrd,"129,231.345281"
02/2021,Jahnetics,"20,802.684713"
02/2021,Jayden's Juice,"41,390.564409"
02/2021,Jayne (CA),"27,640.187702"
02/2021,Jeeter,"4,270,390.299535"
02/2021,JEF,"35,208.476953"
02/2021,Jet Fuel OG,"174,295.609124"
02/2021,Jetfuel Cannabis,"1,894.687524"
02/2021,Jetpacks,"556,846.7764650000"
02/2021,Jetty Extracts,"2,319,762.657452"
02/2021,JFarmz,"12,191.765697"
02/2021,Josh D,"227,988.41186000000"
02/2021,Juicy Jay's,"1,272.1303950000000"
02/2021,Juniper,"33,808.23430900000"
02/2021,K-Zen,"2,383.900188"
02/2021,Kaizen Medicinals,"92,287.39981800000"
02/2021,Kalya Extracts,"188,102.734818"
02/2021,Kama Tree,"29,966.242483000000"
02/2021,Kan-Ade,"7,373.29446"
02/2021,Kanebes,"59,455.873054"
02/2021,Kanehco,"124,153.11757000000"
02/2021,Karma,"3,346.5845060000000"
02/2021,Keef Cola,"231,413.77979800000"
02/2021,KGB Reserve,"70,615.42641800000"
02/2021,Khemia,"29,997.781581000000"
02/2021,Kikoko,"398,076.30159600000"
02/2021,Kin Slips,"118,422.751909"
02/2021,Kind Medicine,"141,114.19439400000"
02/2021,Kind Smokes,"15,284.447363000000"
02/2021,King Palm,"8,513.077605"
02/2021,Kingpen,"1,517,726.3459930000"
02/2021,Kingpin,211.362415
02/2021,Kings Garden,"2,832,970.6837360000"
02/2021,Kingston Royal,"45,324.01773600000"
02/2021,Kiskanu,753.2187880000000
02/2021,Kiva Confections,"9,327,538.411754000"
02/2021,Klear Kryptonite,326.72202500000000
02/2021,Knbis,"384,099.80961900000"
02/2021,Koko Nuggz,"5,903.798379000000"
02/2021,Kolas,"2,330.0592550000000"
02/2021,Korova,"936,025.2250460000"
02/2021,Krucial,"171,396.95628400000"
02/2021,Krush Kings,"127,241.54377200000"
02/2021,Kuda Cannabis,"13,802.749841000000"
02/2021,Kurvana,"1,423,807.2556900000"
02/2021,Kush Queen Cannabis,"61,234.92844000000"
02/2021,Kushy Punch,"190,418.29513200000"
02/2021,La Familia,"202,967.310174"
02/2021,LA Family Farms,"34,784.10934"
02/2021,LA Kingpins,"3,236.475836"
02/2021,La Vida Verde,"18,999.750591000000"
02/2021,Le Chronique,"3,903.4364620000000"
02/2021,Left Coast Extracts,"49,912.94211800000"
02/2021,Legacy Strains,"118,467.70744900000"
02/2021,Legion Of Bloom,"960,385.1324640000"
02/2021,Lemonnade,"152,507.110249"
02/2021,Leune,"235,742.09918500000"
02/2021,Level,"1,512,132.4767700000"
02/2021,Lift Ticket Laboratories,"71,687.799249"
02/2021,Lifted Organics,"17,373.081402"
02/2021,Lightly Lifted,"5,097.830873000000"
02/2021,Lime,"527,682.0725330000"
02/2021,Liquid Flower,"48,348.57481"
02/2021,LitHouse,"728,479.4616320000"
02/2021,Litlz,"13,817.244105"
02/2021,Little Planets Cannabis,"43,538.94311200000"
02/2021,Littles,"869,793.92948"
02/2021,Live Resin Project,"3,537.2499240000000"
02/2021,Lobo Cannagar,"38,034.534365"
02/2021,Local Cannabis Company,"172,503.31087000000"
02/2021,Lola Lola,"2,897.3559820000000"
02/2021,Lolo,"967,974.4073710000"
02/2021,Los Angeles Kush,"151,662.92699200000"
02/2021,Lost Coast Exotics,"8,325.653471000000"
02/2021,Loudpack,"587,946.9268090000"
02/2021,Love Life,"6,487.98069"
02/2021,Lowell Herb Company,"1,598,210.891075"
02/2021,Loyal Oil Co.,"2,186.8833230000000"
02/2021,LTRMN Distribution House,"323,497.55317100000"
02/2021,Luchador,"21,863.470207000000"
02/2021,Lulu's Botanicals,"5,922.234967000000"
02/2021,Lumen,"32,571.687224000000"
02/2021,Lumpy's,"353,211.4144500000"
02/2021,Luv Buds,"37,550.947652"
02/2021,Lyfted Farms,"24,250.691103"
02/2021,Lyyt Vape,807.5581440000000
02/2021,Maat Apothecary,228.65570400000000
02/2021,Mad Cow Genetics,"916,095.349648"
02/2021,Madame Munchie,"6,529.989659000000"
02/2021,Made From Dirt,"17,292.191939"
02/2021,Madrone Grown,"160,978.48981300000"
02/2021,Major,"24,747.914244000000"
02/2021,Making You Better Brands,399.667112
